id,name,sector_id,country_id,production_cost_function,abatement_cost_function,actual_output,emission,profit,BAU_output,BAU_emission,BAU_profit,exp7_free_allocation,abatement,permits_costs,sales,permits_used,free_permits,permits_bought
21,S5_F1,5,1,0,x**3 + 4*x**2 + 5*x,244.31927834185342,242.63682222696713,11959.2295058019,250.0002464192679,250.0002464192679,12500.0246419389,0,24.4973737230880,1620.1468535469369,13603.8737330720,242.63682222696713,182.52367962062291,60.11314260634421
22,S5_F2,5,2,0,2*x**3 + 5*x**2 + 4*x,244.31927834185345,243.02664949000697,11955.3757597585,249.99890860233123,249.99890860233123,12499.8908604714,0,17.8446417110692,1630.6533316024381,13603.8737330720,243.02664949000697,182.52367962062294,60.50296986938403
23,S5_F3,5,3,0,2*x**3 + 3*x**2 + 3*x,244.3192783418534,242.7596819166183,11960.8528582985,249.9989969387275,249.9989969387275,12499.8996940740,0,19.5627529915924,1623.4581217818989,13603.8737330720,242.7596819166183,182.5236796206229,60.236002295995405
24,S5_F4,5,4,0,3*x**3 + 4*x**2 + 2*x,244.3192783418534,243.04037325723974,11957.4749959935,250.00011102259157,250.00011102259157,12500.0111022616,0,15.3755276534045,1631.0232094251078,13603.8737330720,243.04037325723974,182.5236796206229,60.51669363661685
25,S5_F5,5,5,0,4*x**3 + 3*x**2 + x,244.31927834185345,243.07758957264483,11958.3227234423,250.0008685085409,250.0008685085409,12500.0868510050,0,13.5247600425209,1632.0262495872055,13603.8737330720,243.07758957264483,182.52367962062294,60.55390995202188
26,S6_F1,6,5,0,x**3 + x**2 + x,884.1395898629024,881.5129143031394,7860.17266752697,1333.3311095030633,1333.3311095030633,17777.7184756867,0,27.6486497567669,23758.205153601382,31646.0264708851,881.5129143031394,0.0,881.5129143031394
27,S6_F2,6,4,0,x**3 + 2*x**2 + x,884.1395898629024,881.7904670635703,7853.99159342151,1333.3281194707783,1333.3281194707783,17777.6387417148,0,26.3492260541172,23765.685651409494,31646.0264708851,881.7904670635703,0.0,881.7904670635703
28,S6_F3,6,3,0,2*x**3 + x**2 + x,884.1395898629024,882.2198604631694,7849.01308779389,1333.3312070588338,1333.3312070588338,17777.7210771697,0,19.7548819664933,23777.25850112474,31646.0264708851,882.2198604631694,0.0,882.2198604631694
29,S6_F4,6,2,0,x**3 + x**2 + 2*x,884.1395898629025,881.5697664117276,7857.57432614403,1333.3358417348077,1333.3358417348077,17777.8446685467,0,28.7147344508648,23759.73741029024,31646.0264708851,881.5697664117276,0.0,881.5697664117276
30,S6_F5,6,1,0,2*x**3 + 2*x**2 + x,884.1395898629024,882.3666511626278,7845.60636227328,1333.3368611162587,1333.3368611162587,17777.8718521136,0,19.2053596593242,23781.21474895252,31646.0264708851,882.3666511626278,0.0,882.3666511626278
