"","GEO","Total_energy_supply","GDPpc","Population","Inflation","Verified_emissions","Agriculture","Industry","Manufacturing"
"1","Austria",0.821368020547297,0.925754616580414,0.876509624015287,0.592819589164216,0.8606228834923,0.435000008838891,0.675826166080789,0.640892416770707
"2","Belgium",0.859560703861672,0.918859063380971,0.891403689759367,0.269324639948641,0.882548368394219,0.360017099773161,0.67666881516336,0.639213477677105
"3","Bulgaria",0.773879629667119,0.765416245561201,0.867278041022202,0.366820569470857,0.869278821774734,0.188781513641406,0.365452733627893,0.699024299913083
"4","Cyprus",0.60148599383131,0.870723929435731,0.766472509196594,-0.369828619500452,0.768008767844538,-0.164669324278043,0.193034827778267,0.041580740928509
"5","Denmark",0.767956601527246,0.941858305699457,0.85371935354539,0.282812154629778,0.839198871449882,0.360903035997841,0.608979958539422,0.546827077923411
"6","Estonia",0.681948649876406,0.845721305367824,0.773706727272911,0.791550532007339,0.827613301720064,-0.125917938011988,0.228892441853383,0.151015304285836
"7","Finland",0.8248538981867,0.92331712738531,0.851919529413918,0.44576404584583,0.861638224467454,0.477756033561565,0.613330461875639,0.575866606142301
"8","France",0.983447622712324,0.91003374923416,0.98902449154497,0.158448566968588,0.924505659599322,1,0.9031290522361,0.861774960265835
"9","Germany",1,0.919321686809722,1,0.51243600340798,1,0.881931357855299,1,1
"10","Greece",0.795325018057357,0.851244805181187,0.889830047594951,-0.539226846233797,0.893606658993911,0.584062747944731,0.55619090703986,0.48498759149086
"11","Hungary",0.796796201103791,0.815997635890116,0.884397540885215,1,0.842078936660848,0.367859719704695,0.514476502760114,0.487953112809965
"12","Ireland",0.748072424888745,0.931814378702659,0.843177213998118,-0.0156518262812255,0.850224943966218,0.212813155305369,0.578972655829343,0.578997120923149
"13","Italy",0.941214493537188,0.893709357864761,0.984248985981212,0.25038842582136,0.944328291039094,0.974372948093078,0.902178638372122,0.878270261990579
"14","Latvia",0.662699135445704,0.824200241723613,0.796581444658567,0.523173487116387,0.740287215375046,-0.00430652537391974,0.233087966482097,0.161278567166784
"15","Lithuania",0.700272292200034,0.828472188531938,0.817766619846799,0.228640942410558,0.788683374023737,0.0285846421979539,0.333721926636038,0.282125584675298
"16","Luxembourg",0.652464490822422,1,0.726484535494396,0.759708811970468,0.730273731749157,-0.475318240887601,0.267311656798179,0.158783126359739
"17","Malta",0.526882841799546,0.869429824861085,0.712919685101518,0.637805443262963,0.723603692177104,-0.572867611462497,0.0674945392427181,0.0012245740317006
"18","Netherlands",0.884182778673099,0.92757001685877,0.913837768938157,0.069645701358413,0.917940069381535,0.72751543634562,0.750970795972191,0.689788404899018
"19","Poland",0.906163020252016,0.815833289550616,0.958465194839543,0.143362249360293,0.956614879985122,0.702983744011828,0.723738308592358,0.660231137245102
"20","Portugal",0.790158374705847,0.853144813142103,0.887295219185244,0.193383386527799,0.853893605160802,0.403001144852524,0.566902062081815,0.510001735977895
"21","Romania",0.819159051786556,0.785872149681702,0.922949917709182,0.490534088390142,0.880280915933212,0.565519743085633,0.608423712522829,0.560039727157897
"22","Slovenia",0.694947554885213,0.861038330687626,0.798428442030568,0.12531725445758,0.783070611069819,-0.0234844865379108,0.373801227089257,0.327712534577653
"23","Spain",0.921586388343022,0.877764094243884,0.969511267997008,-0.0615902117789897,0.935000900572723,0.942556034803239,0.850938999708045,0.781991455279185
"24","Sweden",0.853768674347953,0.938338936677808,0.883441065960506,0.476345549091031,0.846929623618604,0.552956101976751,0.700061058418604,0.659124300584483
"25","United Kingdom",0.955867005457419,0.918900423939464,0.987589990089641,0.434581450494646,0.959314209310769,0.722093901097003,0.903120419093154,0.84012492875931
