"","GEO","Total_energy_supply","GDPpc","Population","Inflation","Verified_emissions","Agriculture","Industry","Manufacturing"
"1","Austria",0.107342977354579,0.423834306257599,0.106093615186422,0.556366384114834,0.0649844980837979,0.113254666768049,0.108399817128685,0.100890543005248
"2","Belgium",0.176743474969567,0.393011228834735,0.137602976922432,0.578206902189236,0.0973986294521012,0.0743783979013801,0.0998056501742379,0.0924095143625094
"3","Bulgaria",0.058061105078748,0.0708094371082069,0.0865566145337455,1,0.0728883152826408,0.0581326274569441,0.0150183067528961,0.0132801500703955
"4","Croatia",0.0271538062822295,0.117191980319309,0.0506911532474192,-0.0225527551787548,0.0178808007809574,0.0434931376649051,0.0118968386023295,0.00988679581649632
"5","Cyprus",0.00702791402018319,0.230178508148887,0.0142101750302728,-0.17226002112633,0.0101349254384622,0.0111512945291412,0.00305328383511757,0.00194059008794866
"6","Denmark",0.0539567932720484,0.511359772457243,0.0695580155642831,0.0766372343901659,0.0384525956348171,0.109999334676653,0.0740640599001664,0.0712154422116985
"7","Estonia",0.019197816616892,0.171145592276529,0.0159782788960438,0.658415406139098,0.0291187994633247,0.0160485495951032,0.00683697375443443,0.00565720936717193
"8","Finland",0.106690132801266,0.4098626386151,0.066732141110866,0.0263164673143174,0.0610655268414014,0.155001330646694,0.063997111732019,0.0555213037794153
"9","France",0.802286227888942,0.346705131404821,0.810263296423164,0.157298752456107,0.228546226493199,1,0.423203073493862,0.353189110182663
"10","Germany",1,0.394166504009683,1,0.399674738904918,1,0.63977493061628,1,1
"11","Greece",0.0731374268114414,0.167671517866486,0.130857864867251,-0.174162096442709,0.102380137316584,0.188419571911949,0.0277838822088971,0.0240030352343164
"12","Hungary",0.0813308550739297,0.122614261243925,0.119176461734919,0.397605774265813,0.045973605412059,0.126596776033152,0.0378184550905723,0.0391724929604505
"13","Ireland",0.0453723705195061,0.588045412105553,0.0577463492457905,0.212271370515365,0.0609863244854965,0.0910803900695738,0.158778215552695,0.209894423899728
"14","Italy",0.484831195996335,0.289625220956208,0.736229240086443,0.341457571104862,0.339474480137507,0.899422119149907,0.401062694251719,0.400124106342908
"15","Latvia",0.0137088011633037,0.134067785957818,0.0237956122885241,0.260193141956575,0.00550611343603698,0.0319355206630422,0.00639500204062412,0.0052316651734289
"16","Lithuania",0.0233136758627034,0.140396748272242,0.0348303261586414,0.474477394809329,0.0134796228250535,0.0429608789871878,0.0138576036794023,0.0126713318919018
"17","Luxembourg",0.0118237684304562,1,0.00706767950311377,-0.333410481742155,0.00379044882527478,0.00348819526289777,0.00806517439487646,0.0048231198917555
"18","Malta",0.00190851937624639,0.239707265230897,0.00552960971354619,0.601134341085527,0.00181965568839695,0.001416188267498,0.00195880293849873,0.00159632640653855
"19","Netherlands",0.238550731782346,0.430677363644129,0.206807398429233,0.136862155213987,0.20865209745613,0.347450861118504,0.159594661413368,0.140992690753506
"20","Poland",0.320795343805379,0.116440803231314,0.461089261807012,0.0938032951752234,0.429983363287652,0.354403490096187,0.162129744451072,0.136356987438518
"21","Portugal",0.0718403597498686,0.187016881453945,0.125386993200825,0.516742993251482,0.0583851395123577,0.114019788617268,0.0434898204250777,0.0388425140790989
"22","Romania",0.101166580999611,0.0893232039929244,0.239254225226154,0.736599315216764,0.0876620343962255,0.237140250161579,0.0658449557341538,0.0580941391179536
"23","Slovenia",0.0214793959872418,0.202792355217951,0.0250768108953892,0.26312278073842,0.0143062913317221,0.0267459985552979,0.015460082252849,0.0158492713609186
"24","Spain",0.384430303976573,0.248115280574796,0.564478607419872,0.0971977208111645,0.277021098496252,0.943963141086568,0.25647701943302,0.201365684024794
"25","Sweden",0.154995857918177,0.486113195874396,0.120500854725412,0.459233080740023,0.0489080052232071,0.180136296239973,0.11209354299438,0.0935961527033699
"26","United Kingdom",0.569566535403283,0.388211692905155,0.796753533442052,0.572263623084477,0.34381482288042,0.393049271946166,0.462505395881079,0.342621357947377
