"","GEO","Total_energy_supply","GDPpc","Population","Inflation","Verified_emissions","Agriculture","Industry","Manufacturing"
"1","Austria",0.824317380031967,0.929487629270579,0.877237286452333,0.297528074295732,0.865228692783211,0.417567159205957,0.679230346762831,0.649875049940137
"2","Belgium",0.861442417675219,0.92267172270403,0.891312581736808,0.249364396652835,0.886969339019913,0.305131689647169,0.667305532891738,0.636471856626719
"3","Bulgaria",0.779112902550811,0.784213432932464,0.864630331241133,0.690642574165909,0.868012424207527,0.239233529484173,0.393883975857822,0.340346569262637
"4","Cyprus",0.613255942942672,0.881289802111232,0.767217587523447,0.166409818024541,0.771704108361344,-0.202293168106411,0.163902352139423,0.0467675774354636
"5","Denmark",0.770776608592525,0.944841307754508,0.85406058780885,0.124128957532701,0.83268692058129,0.409768469989016,0.624242141705719,0.596704718322619
"6","Estonia",0.684115689283167,0.860685376627484,0.773019932014508,0.657331809199478,0.827176466008787,-0.104941993760676,0.280279275006615,0.21008845325552
"7","Finland",0.826586517733037,0.926958530261152,0.851362586952591,0.33027148784552,0.861331915539287,0.501476524224092,0.603151448042349,0.55870481048022
"8","France",0.983730131624031,0.911205224925321,0.988400729352376,0.164489367514386,0.927157975341732,1,0.875859738988363,0.841134374439255
"9","Germany",1,0.923433015203975,1,0.325780634582948,1,0.880567844437923,1,1
"10","Greece",0.794433828442916,0.847427555419919,0.887875360860396,-0.0275523307439903,0.889785403077788,0.553683449356403,0.482695573776587,0.430698699500527
"11","Hungary",0.806306540087613,0.831615636710241,0.882751398409172,0.788465537702833,0.851173682516629,0.44734721391151,0.527209365723278,0.505463423790762
"12","Ireland",0.754836616656615,0.966283729291862,0.844505640177387,0.11818517256598,0.862314213915433,0.359301195018052,0.734332015344393,0.761698027296665
"13","Italy",0.945440819038087,0.895489741639107,0.982649494611431,0.177006550206681,0.946298841743084,0.971654627192955,0.868102353216019,0.860180074261842
"14","Latvia",0.668541592101175,0.838803390934553,0.793692442607076,0.636363092166641,0.74974825135903,0.0790574909941279,0.270631559598009,0.198151438013365
"15","Lithuania",0.70872290687732,0.844915833296004,0.814210801448194,0.577344588509604,0.785086454915522,0.158361199882716,0.382271826012619,0.333183189618495
"16","Luxembourg",0.654569321348563,1,0.730416860361309,0.286031091365348,0.722482344730362,-0.513060144457705,0.30412990236611,0.185740077042547
"17","Malta",0.517609488610732,0.887591576857694,0.717983127527103,0.365379007829663,0.696763315938754,-0.754100539337283,0.099820840621632,0.0169579606033179
"18","Netherlands",0.887280415769898,0.932041641009541,0.913840840757199,0.401149458029822,0.921299452394882,0.717320691459602,0.735072447717532,0.700961064358128
"19","Poland",0.9184872934123,0.826462798048418,0.957177967483647,0.19899438183566,0.961597458953695,0.722618680406065,0.737347599041225,0.695857880183186
"20","Portugal",0.794093792456559,0.862519213134182,0.885531279926723,0.299338933232533,0.861992379560926,0.419367589878083,0.547381497595295,0.504172134909048
"21","Romania",0.824975843963012,0.807512472327928,0.920550156656193,1,0.881048581553712,0.615180713710952,0.607260790374916,0.565619325215186
"22","Slovenia",0.698866853467652,0.871337003459289,0.797716599450203,0.348975088323118,0.789669528730351,0.0316380056706751,0.398069339079619,0.367342323727986
"23","Spain",0.929662631910126,0.884247773258159,0.968635833853486,0.20617773168307,0.940580021123877,0.984579414063781,0.803559658567495,0.755365991204122
"24","Sweden",0.856983862283131,0.934500641435076,0.884948979024064,0.394614931150041,0.851746139636923,0.541661726580643,0.684067645317874,0.638419506648737
"25","United Kingdom",0.955556801564475,0.915335283602198,0.987873813640942,0.329753072705705,0.944006937268341,0.750294505031424,0.888680264426113,0.836497365983586
