DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1990,2189.897,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1991,1494.007,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1992,1080.746,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1993,986.152,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1994,1039.524,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1995,984.811,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1996,1049.115,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1997,846.064,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1998,940.142,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,1999,1571.516,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2000,1571.316,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2001,1609.325,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2002,1819.033,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2003,1734.484,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2004,2020.840,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2005,1997.634,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2006,1760.406,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2007,1699.183,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2008,1830.198,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2009,1970.350,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2010,2005.634,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2011,2001.536,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2012,1805.715,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2013,2117.221,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2014,2151.923,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2015,2044.087,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2016,2006.921,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2017,2117.683,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2018,2151.989,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2019,2101.420,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AL,2020,1988.835,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1990,19595.348,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1991,21006.805,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1992,20514.323,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1993,20812.828,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1994,20288.349,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1995,21079.346,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1996,22972.159,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1997,22692.692,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1998,23205.854,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,1999,23426.813,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2000,23578.018,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2001,24968.537,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2002,25145.267,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2003,26559.973,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2004,26984.039,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2005,27347.629,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2006,27771.505,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2007,27141.695,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2008,27169.595,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2009,26523.906,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2010,27771.520,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2011,26765.113,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2012,27057.706,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2013,27625.488,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2014,26643.922,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2015,27280.255,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2016,27965.324,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2017,28187.341,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2018,27887.515,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2019,28345.428,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,AT,2020,26899.180,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BA,2014,3257.588,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BA,2015,3477.804,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BA,2016,3622.705,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BA,2017,3565.146,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BA,2018,4311.445,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BA,2019,4294.325,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BA,2020,4129.598,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1990,31026.470,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1991,33076.023,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1992,34013.120,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1993,33179.650,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1994,35740.558,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1995,36855.944,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1996,39070.904,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1997,38812.356,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1998,39754.557,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,1999,39759.542,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2000,40820.752,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2001,41680.075,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2002,39924.491,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2003,41667.284,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2004,42114.103,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2005,41611.057,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2006,40282.724,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2007,38796.153,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2008,41686.106,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2009,39768.317,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2010,43008.201,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2011,39639.317,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2012,39201.826,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2013,41386.946,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2014,39742.057,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2015,40990.103,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2016,40922.127,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2017,40673.668,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2018,41099.557,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2019,40070.012,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BE,2020,38214.054,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1990,17475.764,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1991,12989.771,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1992,10874.948,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1993,11214.936,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1994,11185.872,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1995,12097.794,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1996,12469.083,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1997,10578.287,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1998,10103.817,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,1999,9225.349,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2000,9640.690,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2001,9459.002,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2002,9187.315,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2003,9933.258,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2004,9984.239,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2005,10513.700,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2006,10927.892,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2007,10737.803,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2008,10740.204,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2009,9228.803,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2010,9238.935,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2011,9669.717,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2012,9602.255,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2013,9170.349,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2014,9494.862,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2015,10065.289,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2016,10039.742,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2017,10269.839,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2018,10522.909,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2019,10320.295,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,BG,2020,10293.181,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1990,966.467,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1991,972.374,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1992,1088.461,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1993,1180.062,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1994,1389.838,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1995,1204.129,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1996,1368.269,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1997,1288.666,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1998,1365.557,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,1999,1331.796,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2000,1465.143,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2001,1483.320,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2002,1491.377,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2003,1546.625,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2004,1489.410,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2005,1492.137,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2006,1577.224,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2007,1667.790,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2008,1789.473,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2009,1732.284,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2010,1693.996,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2011,1626.447,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2012,1519.766,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2013,1386.031,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2014,1410.442,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2015,1437.817,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2016,1513.183,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2017,1590.235,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2018,1634.286,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2019,1663.130,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CY,2020,1571.147,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1990,34687.090,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1991,30840.395,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1992,29444.127,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1993,28018.543,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1994,26326.563,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1995,26777.677,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1996,27248.079,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1997,28554.091,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1998,27255.460,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,1999,25416.385,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2000,26416.849,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2001,26938.565,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2002,26815.591,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2003,27509.992,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2004,28281.397,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2005,28193.215,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2006,28554.290,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2007,28213.743,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2008,27975.204,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2009,26139.963,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2010,27745.867,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2011,25849.158,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2012,25778.114,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2013,26475.768,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2014,25236.720,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2015,25906.999,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2016,25881.450,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2017,27345.183,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2018,27161.190,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2019,27159.932,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,CZ,2020,26001.553,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1990,241083.342,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1991,235993.614,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1992,231892.884,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1993,231820.681,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1994,229365.674,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1995,234611.501,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1996,243978.380,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1997,241733.462,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1998,241384.746,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,1999,234871.477,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2000,234791.251,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2001,241878.392,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2002,235908.402,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2003,234557.190,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2004,236848.300,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2005,235941.059,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2006,243618.270,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2007,227141.243,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2008,233613.955,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2009,220558.997,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2010,233131.667,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2011,222082.948,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2012,222452.550,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2013,230353.675,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2014,218966.961,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2015,220828.704,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2016,223485.083,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2017,228672.699,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2018,224061.102,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2019,225460.935,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DE,2020,214643.215,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DK,1990,13219.245,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DK,1991,13891.196,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DK,1992,13731.276,
ESTAT:NRG_BAL_S(1.0),14/04/22 11:00:00,A,AFC,TOTAL,KTOE,DK,1993,14200.837,
