"TIME","GEO","INDIC_BT","NACE_R2","S_ADJ","UNIT","Value","Flag and Footnotes"
"2014","Czechia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","95.9",""
"2014","Czechia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","110.1",""
"2014","Czechia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","95.9",""
"2014","Czechia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","110.2",""
"2014","Czechia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","94.8",""
"2014","Czechia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","114.8",""
"2014","Czechia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","94.7",""
"2014","Czechia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","114.8",""
"2014","Czechia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","102.8",""
"2014","Czechia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","93.6",""
"2014","Czechia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","102.8",""
"2014","Czechia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","93.6",""
"2014","Denmark","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","99.9",""
"2014","Denmark","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","103.3",""
"2014","Denmark","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.1",""
"2014","Denmark","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","103.2",""
"2014","Denmark","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.8",""
"2014","Denmark","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","112.9",""
"2014","Denmark","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","99.0",""
"2014","Denmark","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","112.9",""
"2014","Denmark","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","109.4",""
"2014","Denmark","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","98.3",""
"2014","Denmark","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","109.5",""
"2014","Denmark","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","98.3",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.6",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","107.5",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.9",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","107.9",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.9",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","109.3",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","99.3",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","109.7",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","93.9",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","93.6",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","94.1",""
"2014","Germany (until 1990 former territory of the FRG)","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","93.8",""
"2014","Estonia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","99.7",""
"2014","Estonia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","131.1",""
"2014","Estonia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.2",""
"2014","Estonia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","131.7",""
"2014","Estonia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.6",""
"2014","Estonia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","135.8",""
"2014","Estonia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","99.2",""
"2014","Estonia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","136.3",""
"2014","Estonia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","114.0",""
"2014","Estonia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","94.8",""
"2014","Estonia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","114.0",""
"2014","Estonia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","94.8",""
"2014","Ireland","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2014","Ireland","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2014","Ireland","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","73.6",""
"2014","Ireland","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","116.0",""
"2014","Ireland","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2014","Ireland","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2014","Ireland","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100",":","c"
"2014","Ireland","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","117.7",""
"2014","Ireland","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2014","Ireland","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2014","Ireland","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","101.1",""
"2014","Ireland","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","102.4",""
"2014","Greece","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","99.0",""
"2014","Greece","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","87.5",""
"2014","Greece","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","99.0",""
"2014","Greece","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","87.4",""
"2014","Greece","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.3",""
"2014","Greece","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","88.4",""
"2014","Greece","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.3",""
"2014","Greece","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","88.3",""
"2014","Greece","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","99.4",""
"2014","Greece","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","85.1",""
"2014","Greece","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","99.5",""
"2014","Greece","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","85.1",""
"2014","Spain","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","96.8",""
"2014","Spain","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","91.1","p"
"2014","Spain","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","96.7","p"
"2014","Spain","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","91.1","p"
"2014","Spain","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","96.2",""
"2014","Spain","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","91.7","p"
"2014","Spain","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","96.1","p"
"2014","Spain","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","91.8","p"
"2014","Spain","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","99.9",""
"2014","Spain","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","90.4","p"
"2014","Spain","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","99.8","p"
"2014","Spain","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","90.4","p"
"2014","France","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.4",""
"2014","France","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","98.4",""
"2014","France","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.6",""
"2014","France","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","99.0",""
"2014","France","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.6",""
"2014","France","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","99.3",""
"2014","France","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.9",""
"2014","France","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","99.9",""
"2014","France","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","97.3",""
"2014","France","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","92.3",""
"2014","France","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","97.2",""
"2014","France","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","92.5",""
"2014","Croatia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","97.4",""
"2014","Croatia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","92.7",""
"2014","Croatia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","97.5",""
"2014","Croatia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","92.9",""
"2014","Croatia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","96.4",""
"2014","Croatia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","93.6",""
"2014","Croatia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","96.8",""
"2014","Croatia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","94.0",""
"2014","Croatia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","106.0",""
"2014","Croatia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","95.5",""
"2014","Croatia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","106.0",""
"2014","Croatia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","95.5",""
"2014","Italy","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.3",""
"2014","Italy","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","90.5",""
"2014","Italy","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.9",""
"2014","Italy","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","91.3",""
"2014","Italy","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.2",""
"2014","Italy","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","91.0",""
"2014","Italy","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.9",""
"2014","Italy","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","91.8",""
"2014","Italy","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","97.9",""
"2014","Italy","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","86.0",""
"2014","Italy","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.0",""
"2014","Italy","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","86.2",""
"2014","Cyprus","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","95.1",""
"2014","Cyprus","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","71.6",""
"2014","Cyprus","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","95.2",""
"2014","Cyprus","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","71.6",""
"2014","Cyprus","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","94.7",""
"2014","Cyprus","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","70.2",""
"2014","Cyprus","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","94.7",""
"2014","Cyprus","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","70.2",""
"2014","Cyprus","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","96.1",""
"2014","Cyprus","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","81.6",""
"2014","Cyprus","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","96.1",""
"2014","Cyprus","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","81.6",""
"2014","Latvia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","96.5",""
"2014","Latvia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","113.5",""
"2014","Latvia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","96.7",""
"2014","Latvia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","114.1",""
"2014","Latvia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","95.9",""
"2014","Latvia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","121.8",""
"2014","Latvia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","96.1",""
"2014","Latvia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","122.6",""
"2014","Latvia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2014","Latvia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","89.1",""
"2014","Latvia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2014","Latvia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","89.3",""
"2014","Lithuania","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","95.8",""
"2014","Lithuania","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","113.8",""
"2014","Lithuania","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","96.0",""
"2014","Lithuania","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","114.3",""
"2014","Lithuania","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","95.0",""
"2014","Lithuania","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","121.8",""
"2014","Lithuania","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","95.2",""
"2014","Lithuania","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","122.4",""
"2014","Lithuania","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","102.4",""
"2014","Lithuania","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","71.3",""
"2014","Lithuania","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","102.4",""
"2014","Lithuania","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","71.3",""
"2014","Luxembourg","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.6",""
"2014","Luxembourg","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","97.5",""
"2014","Luxembourg","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.9",""
"2014","Luxembourg","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","97.9",""
"2014","Luxembourg","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","98.5",""
"2014","Luxembourg","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","99.0",""
"2014","Luxembourg","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","98.8",""
"2014","Luxembourg","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","99.4",""
"2014","Luxembourg","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.4",""
"2014","Luxembourg","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","82.2",""
"2014","Luxembourg","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.3",""
"2014","Luxembourg","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","82.2",""
"2014","Hungary","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","93.1",""
"2014","Hungary","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","112.9",""
"2014","Hungary","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","93.5",""
"2014","Hungary","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","113.4",""
"2014","Hungary","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","92.6",""
"2014","Hungary","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","115.0",""
"2014","Hungary","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","93.0",""
"2014","Hungary","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","115.5",""
