"TIME","GEO","INDIC_BT","NACE_R2","S_ADJ","UNIT","Value","Flag and Footnotes"
"2015","Sweden","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Sweden","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","97.5",""
"2015","Sweden","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Sweden","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","97.5",""
"2015","Sweden","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Sweden","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","94.9",""
"2015","Sweden","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Sweden","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","94.8",""
"2015","Sweden","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Sweden","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","109.2",""
"2015","Sweden","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Sweden","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","109.2",""
"2015","Norway","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Norway","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","97.5",""
"2015","Norway","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Norway","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","97.2",""
"2015","Norway","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Norway","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","107.2",""
"2015","Norway","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Norway","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","107.3",""
"2015","Norway","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Norway","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","117.4",""
"2015","Norway","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Norway","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","117.4",""
"2015","Switzerland","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Switzerland","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2015","Switzerland","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Switzerland","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100",":",""
"2015","Switzerland","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Switzerland","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2015","Switzerland","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Switzerland","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100",":",""
"2015","Switzerland","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Switzerland","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2015","Switzerland","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Switzerland","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100",":",""
"2015","United Kingdom","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","United Kingdom","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","98.6",""
"2015","United Kingdom","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","United Kingdom","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","98.7",""
"2015","United Kingdom","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","United Kingdom","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","102.6",""
"2015","United Kingdom","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","United Kingdom","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","102.6",""
"2015","United Kingdom","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","United Kingdom","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","88.4",""
"2015","United Kingdom","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","United Kingdom","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","88.4",""
"2015","Montenegro","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Montenegro","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","88.3",""
"2015","Montenegro","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.5",""
"2015","Montenegro","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","88.3","s"
"2015","Montenegro","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Montenegro","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","102.2",""
"2015","Montenegro","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.5",""
"2015","Montenegro","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","102.2","s"
"2015","Montenegro","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Montenegro","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","71.7",""
"2015","Montenegro","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.5",""
"2015","Montenegro","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","71.7","s"
"2015","North Macedonia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","North Macedonia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","118.0",""
"2015","North Macedonia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","North Macedonia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","118.0",""
"2015","North Macedonia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","North Macedonia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","127.3",""
"2015","North Macedonia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","North Macedonia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","127.3",""
"2015","North Macedonia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","North Macedonia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","81.8",""
"2015","North Macedonia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","North Macedonia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","81.8",""
"2015","Serbia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Serbia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","107.1",""
"2015","Serbia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Serbia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","107.1",""
"2015","Serbia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Serbia","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","107.7",""
"2015","Serbia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Serbia","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","107.6",""
"2015","Serbia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Serbia","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","104.5",""
"2015","Serbia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.1",""
"2015","Serbia","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","104.5",""
"2015","Türkiye","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Türkiye","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","124.3",""
"2015","Türkiye","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Türkiye","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","124.1",""
"2015","Türkiye","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Türkiye","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","125.7",""
"2015","Türkiye","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Türkiye","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","125.4",""
"2015","Türkiye","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Türkiye","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","123.5",""
"2015","Türkiye","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Türkiye","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","123.6",""
"2015","Bosnia and Herzegovina","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Bosnia and Herzegovina","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","106.8",""
"2015","Bosnia and Herzegovina","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Bosnia and Herzegovina","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","107.4",""
"2015","Bosnia and Herzegovina","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Bosnia and Herzegovina","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","113.5",""
"2015","Bosnia and Herzegovina","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Bosnia and Herzegovina","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","113.8",""
"2015","Bosnia and Herzegovina","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","100.0",""
"2015","Bosnia and Herzegovina","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","89.1",""
"2015","Bosnia and Herzegovina","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.0",""
"2015","Bosnia and Herzegovina","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","89.1",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","101.8",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100",":",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","102.1",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100",":",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","100.9",""
"2016","European Union - 27 countries (from 2020)","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100",":",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","101.7",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","105.6",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","101.9",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","108.4",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","101.3",""
"2016","European Union - 28 countries (2013-2020)","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","94.0",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","101.6",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","104.9",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","101.8",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","107.2",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100",":",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100",":",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","101.8",""
"2016","Euro area - 19 countries  (from 2015)","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","94.2",""
"2016","Belgium","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","104.5",""
"2016","Belgium","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","109.1","p"
"2016","Belgium","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","104.5",""
"2016","Belgium","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","109.2","p"
"2016","Belgium","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","102.7",""
"2016","Belgium","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","111.5","p"
"2016","Belgium","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","102.8",""
"2016","Belgium","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","111.7","p"
"2016","Belgium","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","122.3",""
"2016","Belgium","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","90.4","p"
"2016","Belgium","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","122.3",""
"2016","Belgium","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","90.7","p"
"2016","Bulgaria","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","102.7",""
"2016","Bulgaria","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","113.2",""
"2016","Bulgaria","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","102.5",""
"2016","Bulgaria","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","113.1",""
"2016","Bulgaria","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","104.1",""
"2016","Bulgaria","Volume index of production","Manufacturing","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","119.1",""
"2016","Bulgaria","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","104.0",""
"2016","Bulgaria","Volume index of production","Manufacturing","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","118.9",""
"2016","Bulgaria","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","97.8",""
"2016","Bulgaria","Volume index of production","Electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","103.0",""
"2016","Bulgaria","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2015=100","97.8",""
"2016","Bulgaria","Volume index of production","Electricity, gas, steam and air conditioning supply","Calendar adjusted data, not seasonally adjusted data","Index, 2010=100","102.9",""
"2016","Czechia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2015=100","103.4",""
"2016","Czechia","Volume index of production","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Index, 2010=100","119.2",""
