Free Allocation,Emission Cap,Permit Price,Outputs,Emissions,Profits,Sales,Abatements,Trades
0.202020202020202,1792.357702840185,28.6102294921875,"[187.54290076821835, 187.54290076821835, 199.79148991589773, 292.0351469142523, 311.1082145879472, 311.1082145879472, 106.8372530138331, 107.01785152157069, 107.14637083894476]","[177.80262713989646, 186.2313963153644, 198.28125591947608, 289.47768714949615, 304.0576713997042, 308.44557408381365, 104.95690598475582, 105.49245933383986, 105.60495739497756]","[3877.45740808569, 3716.81138007547, 3966.94905576881, 8801.71922972371, 9434.64222760173, 9375.45432570786, 6053.8056506452, 6064.05814554575, 6074.72222665432]","[7972.874594347105, 7972.874594347105, 8493.589933782005, 17105.912703130576, 18223.114636029848, 18223.114636029848, 9053.334310267648, 9087.430803839708, 9104.811205060001]","[92.41199333559113, 11.909000899000736, 8.532354699215196, 22.170411192129006, 89.31265082244377, 22.96164993456166, 13.319693872671348, 8.619303646409351, 8.706911822686735]","[5086.973966786283, 5328.122987233097, 5672.872235855372, 8282.023062214741, 8699.159757605672, 8824.69866038743, 3002.8411670138116, 3018.1634712364157, 3021.3820665829912]"
0.2121212121212121,1792.357702840185,28.6102294921875,"[187.54290076821835, 187.54290076821835, 199.79148991589773, 292.0351469142523, 311.1082145879472, 311.1082145879472, 106.89007616518373, 106.9738017857817, 107.12611795769986]","[177.80262713989646, 186.2313963153644, 198.28125591947608, 289.47768714949615, 304.0576713997042, 308.44557408381365, 105.00972913610643, 105.44840959793747, 105.58470451373266]","[3931.65584677871, 3771.00981876849, 4024.68724139588, 8801.71922972371, 9434.64222760173, 9375.45432570786, 6058.41934977025, 6062.17016248472, 6074.24164585337]","[7972.874594347105, 7972.874594347105, 8493.589933782005, 17105.912703130576, 18223.114636029848, 18223.114636029848, 9079.997480039592, 9089.642615237779, 9103.751186742898]","[92.41199333559113, 11.909000899000736, 8.532354699215196, 22.170411192129006, 89.31265082244377, 22.96164993456166, 13.319690220480853, 8.619307404167305, 8.706913886831215]","[5086.973966786283, 5328.122987233097, 5672.872235855372, 8282.023062214741, 8699.159757605672, 8824.69866038743, 3004.352449496453, 3016.903198183178, 3020.8026270026967]"
0.2222222222222222,1792.357702840185,29.087066650390625,"[187.54290076821835, 187.54290076821835, 199.79148991589773, 311.1082145879472, 292.0351469142523, 311.1082145879472, 106.89258809715973, 106.68731620803578, 106.85464346531512]","[177.80262713989646, 186.2313963153644, 198.28125591947608, 308.550754823191, 284.9846037260093, 308.3542571105595, 105.01224106808243, 105.1619240202772, 105.31323002134792]","[3920.94414687941, 3756.2789685284, 4009.04822448862, 9226.10788286215, 8727.23385946898, 9228.41585273624, 6052.18931724131, 6036.11287643825, 6040.60812942726]","[7972.874594347105, 7972.874594347105, 8493.589933782005, 17629.735832962022, 17105.912703130576, 18223.114636029848, 9083.76112163768, 9082.741378246994, 9112.568011896312]","[92.41199333559113, 11.909000899000736, 8.532354699215196, 22.170382597203453, 89.31268074800363, 25.577954787076415, 13.319690046943222, 8.619331934964219, 8.706941670188428]","[5171.756866232721, 5416.925037020315, 5767.420106452962, 8974.836370570494, 8289.366162913593, 8969.120828506531, 3054.4980550542014, 3058.8518930611176, 3063.252940798866]"
0.2323232323232323,1792.357702840185,29.087066650390625,"[199.79148991589773, 187.54290076821835, 199.79148991589773, 311.1082145879472, 292.0351469142523, 311.1082145879472, 106.88081048053132, 106.72776321413437, 106.83523964347013]","[190.05121628757584, 186.2313963153644, 198.28125591947608, 308.550754823191, 284.9846037260093, 308.3542571105595, 105.00046345150255, 105.20237102640354, 105.29382619950293]","[3978.54079295113, 3581.66712062559, 3823.03232569122, 9226.10788286215, 8727.23385946898, 9228.41585273624, 6049.36639540443, 6029.06023752118, 6038.98617436394]","[8248.873546263749, 7743.161000439714, 8248.873546263749, 18223.114636029848, 17105.912703130576, 18223.114636029848, 9115.475531870197, 9100.104436371981, 9110.38165856778]","[92.41159874773842, 11.909000899000736, 8.532354699215196, 22.170382597203453, 89.31268074800363, 25.577954787076415, 13.319690859302296, 8.619328458320549, 8.706943664255517]","[5528.0323951445225, 5416.925037020315, 5767.420106452962, 8974.836370570494, 8289.366162913593, 8969.120828506531, 3054.1554787357595, 3060.0283778241233, 3062.6885405395883]"
0.2424242424242424,1792.357702840185,29.087066650390625,"[187.54290076821835, 199.79148991589773, 199.79148991589773, 311.1082145879472, 292.0351469142523, 311.1082145879472, 106.89258809715973, 106.68731620803578, 106.85464346531512]","[177.80262713989646, 198.4799854630438, 198.28125591947608, 308.550754823191, 284.9846037260093, 308.3542571105595, 105.01224106808243, 105.1619240202772, 105.31323002134792]","[3801.43404498116, 3872.57584668953, 3881.73281441207, 9226.10788286215, 8727.23385946898, 9228.41585273624, 6052.18931724131, 6036.11287643825, 6040.60812942726]","[7972.874594347105, 8248.873546263749, 8248.873546263749, 18223.114636029848, 17105.912703130576, 18223.114636029848, 9114.595958875672, 9099.410028938952, 9112.568011896312]","[92.41199333559113, 11.908862942599725, 8.532354699215196, 22.170382597203453, 89.31268074800363, 25.577954787076415, 13.319690046943222, 8.619331934964219, 8.706941670188428]","[5171.756866232721, 5773.200565932117, 5767.420106452962, 8974.836370570494, 8289.366162913593, 8969.120828506531, 3054.4980550542014, 3058.8518930611176, 3063.252940798866]"
0.2525252525252525,1792.357702840185,29.087066650390625,"[187.54290076821835, 199.79148991589773, 199.79148991589773, 311.1082145879472, 292.0351469142523, 311.1082145879472, 106.89258809715973, 106.68731620803578, 106.85464346531512]","[177.80262713989646, 198.4799854630438, 198.28125591947608, 308.550754823191, 284.9846037260093, 308.3542571105595, 105.01224106808243, 105.1619240202772, 105.31323002134792]","[3856.53579098574, 3931.27633541039, 3940.43330313293, 9226.10788286215, 8727.23385946898, 9228.41585273624, 6052.18931724131, 6036.11287643825, 6040.60812942726]","[7743.161000439714, 8248.873546263749, 8248.873546263749, 18223.114636029848, 17105.912703130576, 18223.114636029848, 9115.803931526538, 9098.298337104901, 9112.568011896312]","[92.41199333559113, 11.908862942599725, 8.532354699215196, 22.170382597203453, 89.31268074800363, 25.577954787076415, 13.319690046943222, 8.619331934964219, 8.706941670188428]","[5171.756866232721, 5773.200565932117, 5767.420106452962, 8974.836370570494, 8289.366162913593, 8969.120828506531, 3054.4980550542014, 3058.8518930611176, 3063.252940798866]"
0.2626262626262626,1792.357702840185,29.087066650390625,"[187.54290076821835, 199.79148991589773, 199.79148991589773, 311.1082145879472, 292.0351469142523, 311.1082145879472, 106.89258809715973, 106.68731620803578, 106.85464346531512]","[177.80262713989646, 198.4799854630438, 198.28125591947608, 308.550754823191, 284.9846037260093, 308.3542571105595, 105.01224106808243, 105.1619240202772, 105.31323002134792]","[3911.63753699031, 3989.97682413124, 3999.13379185378, 9226.10788286215, 8727.23385946898, 9228.41585273624, 6052.18931724131, 6036.11287643825, 6040.60812942726]","[7743.161000439714, 8248.873546263749, 8248.873546263749, 18223.114636029848, 17105.912703130576, 18223.114636029848, 9115.803931526538, 9098.298337104901, 9112.568011896312]","[92.41199333559113, 11.908862942599725, 8.532354699215196, 22.170382597203453, 89.31268074800363, 25.577954787076415, 13.319690046943222, 8.619331934964219, 8.706941670188428]","[5171.756866232721, 5773.200565932117, 5767.420106452962, 8974.836370570494, 8289.366162913593, 8969.120828506531, 3054.4980550542014, 3058.8518930611176, 3063.252940798866]"
0.2727272727272727,1792.357702840185,29.56390380859375,"[187.54290076821835, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.55077455161806, 106.58686848175803, 106.69661717583944]","[177.44027336095863, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.67042752258139, 105.0614762940272, 105.1240539912352]","[3906.3565629875, 3980.01686415588, 3989.26859350923, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6009.68732798669, 6005.93908586996, 6015.97098439346]","[7743.161000439714, 8248.873546263749, 8248.873546263749, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9106.207399339648, 9115.03815812508, 9133.470853933435]","[103.11370357359287, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.319713775009953, 8.619340583587627, 9.6224493736804]","[5245.827173413961, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3094.46645088198, 3106.027379145473, 3107.877420166293]"
0.2828282828282829,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.55077455161806, 106.58686848175803, 106.69661717583944]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.67042752258139, 105.0614762940272, 105.1240539912352]","[3963.65873814753, 3794.96326845226, 3804.21499780561, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6009.68732798669, 6005.93908586996, 6015.97098439346]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9120.98639666717, 9124.07611841902, 9133.470853933435]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.319713775009953, 8.619340583587627, 9.6224493736804]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3094.46645088198, 3106.027379145473, 3107.877420166293]"
0.2929292929292929,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.55077455161806, 106.58686848175803, 106.69661717583944]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.67042752258139, 105.0614762940272, 105.1240539912352]","[4023.32152996216, 3854.6260602669, 3863.87778962025, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6009.68732798669, 6005.93908586996, 6015.97098439346]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9120.98639666717, 9124.07611841902, 9133.470853933435]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.319713775009953, 8.619340583587627, 9.6224493736804]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3094.46645088198, 3106.027379145473, 3107.877420166293]"
0.303030303030303,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.51087662922873, 106.60850324690234, 106.6653147088367]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.63052960019559, 105.08311105917151, 105.09275152421408]","[4082.9843217768, 3914.28885208154, 3923.54058143489, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6006.71250110034, 6008.74462634296, 6017.05326374551]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9119.850937485133, 9126.972691590858, 9133.627713396863]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.31971655985276, 8.61933871855018, 9.622452609043341]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3093.2869125424036, 3106.6669872611205, 3106.9519970423094]"
0.3131313131313131,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.55077455161806, 106.58686848175803, 106.69661717583944]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.67042752258139, 105.0614762940272, 105.1240539912352]","[4142.64711359144, 3973.95164389618, 3983.20337324953, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6009.68732798669, 6005.93908586996, 6015.97098439346]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9121.539059583143, 9125.866128137668, 9133.470853933435]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.319713775009953, 8.619340583587627, 9.6224493736804]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3094.46645088198, 3106.027379145473, 3107.877420166293]"
0.3232323232323232,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.0740159225148, 106.86579803710286, 106.78886261315171]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.1936688933374, 105.3404058492396, 105.21629942846629]","[4202.30990540608, 4033.61443571082, 4042.86616506416, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6009.78198077183, 6034.68849636665, 6027.189093405]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9107.297264177272, 9159.293962230402, 9147.41608866467]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.31974726728702, 8.619316630139785, 9.622439860292985]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3080.371604627094, 3114.273625685146, 3110.604555399375]"
0.3333333333333333,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.55077455161806, 106.58686848175803, 106.69661717583944]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.67042752258139, 105.0614762940272, 105.1240539912352]","[4261.97269722072, 4093.27722752546, 4102.5289568788, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6009.68732798669, 6005.93908586996, 6015.97098439346]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9099.761527326245, 9118.800618084817, 9133.470853933435]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.319713775009953, 8.619340583587627, 9.6224493736804]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3094.46645088198, 3106.027379145473, 3107.877420166293]"
0.3434343434343435,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.55077455161806, 106.58686848175803, 106.69661717583944]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.67042752258139, 105.0614762940272, 105.1240539912352]","[4321.63548903536, 4152.9400193401, 4162.19174869344, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6009.68732798669, 6005.93908586996, 6015.97098439346]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9120.98639666717, 9124.07611841902, 9133.470853933435]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.319713775009953, 8.619340583587627, 9.6224493736804]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3094.46645088198, 3106.027379145473, 3107.877420166293]"
0.3535353535353536,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.61091058722567, 106.56473780518, 106.68288350775346]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.73056355814838, 105.0393456174695, 105.11032032314922]","[4381.29828085, 4212.60281115473, 4221.85454050808, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6014.2389752336, 6005.60344803725, 6013.81210053978]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9122.694318096681, 9120.008706245711, 9130.905950656406]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.3197095846011, 8.619342491982554, 9.62245079256346]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3096.2443068529124, 3105.3731099525016, 3107.4713993240603]"
0.3636363636363636,1792.357702840185,29.56390380859375,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.55077455161806, 106.58686848175803, 106.69661717583944]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.47768714949615, 284.9846037260093, 308.3542571105595, 104.67042752258139, 105.0614762940272, 105.1240539912352]","[4440.96107266464, 4272.26560296937, 4281.51733232272, 9082.65240633584, 9148.34322291592, 9674.75988812364, 6009.68732798669, 6005.93908586996, 6015.97098439346]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9123.036572366831, 9124.861479424526, 9133.470853933435]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 22.170411192129006, 89.31268074800363, 25.577954787076415, 13.319713775009953, 8.619340583587627, 9.6224493736804]","[5607.9432847669395, 5867.843198160513, 5861.967977050551, 8558.090497621899, 8425.257411485947, 9116.155596186967, 3094.46645088198, 3106.027379145473, 3107.877420166293]"
0.3737373737373737,1792.357702840185,30.040740966796875,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.08650888414648, 106.33403528256528, 106.68263871558004]","[189.688862508638, 198.4799854630438, 198.28125591947608, 289.39326924935745, 284.9846037260093, 308.3542571105595, 104.20616185504063, 104.77850518215371, 105.1100755309758]","[4445.7783808079, 4272.89097702564, 4282.23746800979, 8944.64672586377, 9012.45197434356, 9527.72512044321, 5959.76307747886, 5974.20100750805, 6006.88807600527]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9107.659342426108, 9143.320614285201, 9174.09507884963]","[103.11330664091028, 11.908862942599725, 8.532354699215196, 24.67835023164316, 89.31268074800363, 25.577954787076415, 13.319746381817849, 9.523304739269895, 9.622450817859015]","[5698.393982908342, 5962.485830388908, 5956.51584764814, 8693.58823905445, 8561.148660058301, 9263.190363867401, 3130.430315431385, 3147.6239330652634, 3157.584552026499]"
0.3838383838383838,1792.357702840185,30.517578125,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 311.1082145879472, 106.0567167055104, 106.12398568060097, 106.38178208116608]","[189.688862508638, 198.43500680998645, 198.28125591947608, 289.39326924935745, 284.61018622875736, 308.3542571105595, 104.12858267024438, 104.5684555801894, 104.80921889656184]","[4452.52029513873, 4275.4567861517, 4284.88220988444, 8806.6532617518, 8876.69980290898, 9380.69035276277, 5950.27071314927, 5947.70111935312, 5970.8894968792]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 17662.913315149868, 17662.913315149868, 18816.49343909768, 9121.962610369945, 9139.691899070314, 9179.035504816176]","[103.11330664091028, 13.265673619014157, 8.532354699215196, 24.67835023164316, 100.5999188339877, 25.577954787076415, 14.762881876894294, 9.523323054515354, 9.62248204092423]","[5788.844681049744, 6055.755823058668, 6051.06371824573, 8831.581703166426, 8685.613593406903, 9410.225131547837, 3177.752156684704, 3191.176012579022, 3198.5235258960524]"
0.393939393939394,1792.357702840185,30.994415283203125,"[199.79148991589773, 199.79148991589773, 199.79148991589773, 311.1082145879472, 292.0351469142523, 292.0351469142523, 105.95685310861947, 106.10824816539852, 106.02526128522122]","[189.688862508638, 198.43500680998645, 198.2520636963485, 308.4663369230523, 284.61018622875736, 289.1867401309098, 104.02871907319795, 104.55271806498695, 104.45269810061698]","[4461.18681565713, 4279.95282007621, 4289.46327483018, 9231.08137000369, 8740.987090512, 8671.24698811119, 5931.08034161865, 5936.47122178771, 5927.99366141937]","[8004.157158745493, 8004.157158745493, 8004.157158745493, 18223.114636029848, 17105.912703130576, 17662.913315149868, 9148.036246279777, 9162.00128302613, 9175.066483191637]","[103.11330664091028, 13.265673619014157, 9.425433702344025, 24.678321612452187, 100.5999188339877, 28.49240902552131, 14.762888967958892, 9.523324431192592, 9.622519390702099]","[5879.295379191146, 6150.37700779396, 6144.706792956664, 9560.733747481538, 8821.326305803885, 8963.17391801316, 3224.309320334371, 3240.550362693859, 3237.450302381565]"
0.4040404040404041,1792.357702840185,31.47125244140625,"[212.84004515168886, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 292.0351469142523, 105.80493167234755, 105.75365166767816, 105.86886839458869]","[202.73741774442914, 198.43500680998645, 198.2520636963485, 289.39326924935745, 284.61018622875736, 289.1867401309098, 103.87679763691904, 104.19812156727016, 104.29630520999439]","[4472.07780018463, 4025.67443100743, 4035.27211983582, 9087.66694554715, 9162.27499013431, 9090.35261677644, 5893.65433817843, 5896.52570018821, 5907.10617629488]","[8249.190086227018, 7743.458129564633, 7743.458129564633, 18219.913927169167, 18219.913927169167, 18219.913927169167, 9164.59933485805, 9180.211589994566, 9199.064062159965]","[103.11296040745776, 13.265673619014157, 9.425433702344025, 24.67835023164316, 100.5999188339877, 28.49240902552131, 14.762899787535424, 9.523355615829065, 9.622535895397107]","[6380.400453153764, 6244.998192529252, 6239.240743617535, 9107.568631390377, 8957.039018200867, 9101.06890136721, 3269.132921236351, 3279.2453877638964, 3282.3353499696873]"
0.4141414141414142,1792.357702840185,31.47125244140625,"[212.84004515168886, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 292.0351469142523, 105.80493167234755, 105.75365166767816, 105.86886839458869]","[202.73741774442914, 198.43500680998645, 198.2520636963485, 289.39326924935745, 284.61018622875736, 289.1867401309098, 103.87679763691904, 104.19812156727016, 104.29630520999439]","[4539.7378283726, 4089.18643519721, 4098.7841240256, 9087.66694554715, 9162.27499013431, 9090.35261677644, 5893.65433817843, 5896.52570018821, 5907.10617629488]","[8249.190086227018, 7743.458129564633, 7743.458129564633, 18219.913927169167, 18219.913927169167, 18219.913927169167, 9193.508529048675, 9189.052752244645, 9199.064062159965]","[103.11296040745776, 13.265673619014157, 9.425433702344025, 24.67835023164316, 100.5999188339877, 28.49240902552131, 14.762899787535424, 9.523355615829065, 9.622535895397107]","[6380.400453153764, 6244.998192529252, 6239.240743617535, 9107.568631390377, 8957.039018200867, 9101.06890136721, 3269.132921236351, 3279.2453877638964, 3282.3353499696873]"
0.4242424242424242,1792.357702840185,31.47125244140625,"[212.84004515168886, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 292.0351469142523, 105.54426670206557, 105.94007146236301, 105.92535624764483]","[202.73741774442914, 198.43500680998645, 198.2520636963485, 289.39326924935745, 284.61018622875736, 289.1867401309098, 103.61613266680071, 104.3845413619011, 104.3527930630406]","[4607.39785656057, 4152.69843938699, 4162.29612821537, 9087.66694554715, 9162.27499013431, 9090.35261677644, 5900.21524443251, 5912.40147874574, 5911.24207568418]","[8249.190086227018, 7743.458129564633, 7743.458129564633, 18219.913927169167, 18219.913927169167, 18219.913927169167, 9185.560897105343, 9209.454820218478, 9204.977699062627]","[103.11296040745776, 13.265673619014157, 9.425433702344025, 24.67835023164316, 100.5999188339877, 28.49240902552131, 14.762918457119588, 9.52333918333005, 9.622529925666507]","[6380.400453153764, 6244.998192529252, 6239.240743617535, 9107.568631390377, 8957.039018200867, 9101.06890136721, 3260.929468159126, 3285.1122521808015, 3284.1130934527773]"
0.4343434343434343,1792.357702840185,31.47125244140625,"[212.84004515168886, 199.79148991589773, 199.79148991589773, 292.0351469142523, 292.0351469142523, 292.0351469142523, 105.54426670206557, 105.94007146236301, 105.92535624764483]","[202.73741774442914, 198.43500680998645, 198.2520636963485, 289.39326924935745, 284.61018622875736, 289.1867401309098, 103.61613266680071, 104.3845413619011, 104.3527930630406]","[4675.05788474854, 4216.21044357676, 4225.80813240515, 9087.66694554715, 9162.27499013431, 9090.35261677644, 5900.21524443251, 5912.40147874574, 5911.24207568418]","[8249.190086227018, 7743.458129564633, 7743.458129564633, 18219.913927169167, 18219.913927169167, 18219.913927169167, 9171.860786430283, 9206.256460146054, 9204.977699062627]","[103.11296040745776, 13.265673619014157, 9.425433702344025, 24.67835023164316, 100.5999188339877, 28.49240902552131, 14.762918457119588, 9.52333918333005, 9.622529925666507]","[6380.400453153764, 6244.998192529252, 6239.240743617535, 9107.568631390377, 8957.039018200867, 9101.06890136721, 3260.929468159126, 3285.1122521808015, 3284.1130934527773]"
0.4444444444444445,1792.357702840185,31.47125244140625,"[199.79148991589773, 212.84004515168886, 199.79148991589773, 292.0351469142523, 292.0351469142523, 292.0351469142523, 105.54426670206557, 105.94007146236301, 105.92535624764483]","[189.688862508638, 211.48356204577757, 198.2520636963485, 289.39326924935745, 284.61018622875736, 289.1867401309098, 103.61613266680071, 104.3845413619011, 104.3527930630406]","[4465.12692994135, 4557.31320601536, 4289.32013659493, 9087.66694554715, 9162.27499013431, 9090.35261677644, 5900.21524443251, 5912.40147874574, 5911.24207568418]","[8004.157158745493, 8249.190086227018, 7743.458129564633, 18219.913927169167, 18219.913927169167, 18219.913927169167, 9171.860786430283, 9206.256460146054, 9204.977699062627]","[103.11330664091028, 13.265552131905185, 9.425433702344025, 24.67835023164316, 100.5999188339877, 28.49240902552131, 14.762918457119588, 9.52333918333005, 9.622529925666507]","[5969.746077332548, 6655.652568350468, 6239.240743617535, 9107.568631390377, 8957.039018200867, 9101.06890136721, 3260.929468159126, 3285.1122521808015, 3284.1130934527773]"
0.4545454545454546,1792.357702840185,31.47125244140625,"[212.84004515168886, 212.84004515168886, 199.79148991589773, 292.0351469142523, 292.0351469142523, 292.0351469142523, 105.80493167234755, 105.75365166767816, 105.86886839458869]","[202.73741774442914, 211.48356204577757, 198.2520636963485, 289.39326924935745, 284.61018622875736, 289.1867401309098, 103.87679763691904, 104.19812156727016, 104.29630520999439]","[4532.65243256947, 4347.24772564832, 4092.13311160384, 9087.66694554715, 9162.27499013431, 9090.35261677644, 5893.65433817843, 5896.52570018821, 5907.10617629488]","[7971.464577672008, 7971.464577672008, 7482.759100383772, 18219.913927169167, 18219.913927169167, 18219.913927169167, 9179.768942577648, 9185.859646820676, 9199.064062159965]","[103.11296040745776, 13.265552131905185, 9.425433702344025, 24.67835023164316, 100.5999188339877, 28.49240902552131, 14.762899787535424, 9.523355615829065, 9.622535895397107]","[6380.400453153764, 6655.652568350468, 6239.240743617535, 9107.568631390377, 8957.039018200867, 9101.06890136721, 3269.132921236351, 3279.2453877638964, 3282.3353499696873]"
