Percentage of BAU,Emission Cap,Permit Price,Outputs,Emissions,Profits
0.3684210526315789,825.4237662901812,87.31149137020111,"(52.9143547912282, 52.9143547912282, 52.9143547912282, 165.25245376608015, 165.25245376608015, 165.25245376608015, 7.267013457373799, 6.301508841358116, 171.79051594259917)","(46.114761925654385, 50.73943882507092, 50.9398990860895, 161.08979903841788, 149.11747009362216, 160.68547925768965, 4.000999995999999, 4.000999995999999, 169.75084637889972)","(797.316075287848, 423.220556838127, 431.428169252063, 3141.14398453300, 3697.50005155193, 3158.02262542351, 670.161480843389, 574.781745292263, 12330.9146184333)"
0.4210526315789473,943.3414471887784,82.76401786133647,"(63.9738617073243, 63.9738617073243, 63.9738617073243, 176.04523429126368, 176.04523429126368, 176.04523429126368, 87.02431674979672, 86.91333501199647, 86.91923490058015)","(57.26373859424196, 61.87106417680514, 62.03684634786318, 172.01559416382443, 159.9102506188057, 171.6296930170842, 84.41860754773164, 84.94615032503935, 84.91996473816847)","(877.588312982494, 524.413392241354, 533.512853997744, 3501.61771714256, 4003.29443637623, 3517.09081532325, 3754.81473083895, 3716.35307277966, 3718.94092263097)"
0.4736842105263157,1061.2591280873758,75.48806024715304,"(77.34489251697599, 82.39635477786521, 82.39635477786521, 187.54290076821835, 199.79148991589773, 199.79148991589773, 89.96483874634228, 89.95020120341083, 89.92897010342742)","(70.72423915638511, 80.36328393503017, 80.49607076261778, 183.64202438066516, 185.24275217521753, 195.52236022124737, 87.42370863219791, 88.02113238023803, 87.96929933022894)","(1031.64101876666, 751.605679563400, 761.832627330668, 3876.09107366662, 4536.32011866950, 4128.92495180207, 4051.57048367215, 4021.95712927623, 4022.53145538498)"
0.5263157894736842,1179.1768089859731,67.75735528208315,"(99.61782917811763, 93.51057233111973, 99.61782917811763, 212.84004515168886, 212.84004515168886, 212.84004515168886, 93.21916877449306, 93.00730559351827, 93.02741965370831)","(93.08664557001822, 91.61009451329471, 97.78893056899673, 209.06381848684754, 199.02495654158713, 208.84933743418685, 90.7410167661046, 91.11561461292719, 91.10656409994856)","(1344.55513221521, 1000.88696695121, 1071.48214642691, 4810.98172304300, 5151.83134084922, 4821.91382023020, 4385.84579273769, 4351.84866601753, 4354.11520668450)"
0.5789473684210527,1297.0944898845703,59.5719029661268,"(113.05500315245426, 120.43872269922272, 113.05500315245426, 226.74081215918238, 241.54945043799546, 226.74081215918238, 96.34022920868411, 96.34884387797877, 96.32974043749465)","(106.70275904933777, 118.60126204679972, 111.26078479219015, 223.20206272101157, 229.09253807051465, 223.0103683105544, 93.98339187708625, 94.52974869350994, 94.48422462008106)","(1647.21063815167, 1487.22208680328, 1412.16436603510, 5565.98312251249, 6185.27192148702, 5574.59626092190, 4742.44542597038, 4723.56981900188, 4723.49768709895)"
0.631578947368421,1415.0121707831677,52.295945351943374,"(128.30467989301465, 136.68436915929485, 128.30467989301465, 257.32525385607016, 257.32525385607016, 241.54945043799546, 99.19864784470123, 99.18196003556852, 99.18705895556523)","(122.04190554238963, 134.96674241218415, 126.57786250474324, 254.00904662514722, 246.0929932559675, 237.9427022542738, 96.9002216576912, 97.43267449396261, 97.37809779579474)","(2020.53605074327, 1921.08260845838, 1818.66898774060, 6476.80954563857, 6682.38071090624, 6093.97156157326, 5076.96682316498, 5060.00095795970, 5061.54744862834)"
0.05263157894736842,117.91768089859731,179.62520360015333,"(9.069002121048214, 3.489988981178892, 3.0921771174958157, 6.398628947732095, 26.705736079720992, 6.783839562234996, 39.447068839720274, 39.43022240977159, 39.42691997349587)","(2.000999998, 1.0009999989999998, 1.0009999989999998, 1.0009999990000003, 1.0009999990000011, 1.0009999990000003, 36.098053654789695, 37.03790539724151, 36.98485601029118)","(553.823190644737, 93.9790247745033, 103.828335089564, 531.196801263809, 2189.45375344709, 581.973398415473, 956.748948403832, 841.085939519595, 848.615516729198)"
0.10526315789473684,235.83536179719462,144.6096575818956,"(8.979532368556749, 3.4074557442614934, 3.0921771174958157, 31.89794331259839, 31.89794331259839, 31.89794331259839, 58.83418790505168, 58.77445331406953, 58.864916338507314)","(2.000999998, 1.0009999989999998, 1.0009999989999998, 26.67279017062206, 7.489419239943992, 26.306853362442787, 55.64911846893136, 56.51851866299088, 56.56510870835355)","(592.233242896165, 117.014261671014, 128.104655974195, 618.638779863381, 2073.06400782746, 659.241125565622, 1696.15133548178, 1612.53952553362, 1620.03019891067)"
0.21052631578947367,471.67072359438924,117.32481652870774,"(9.979532367556748, 4.407455743261494, 4.052523030010587, 93.51057233111973, 99.61782917811763, 93.51057233111973, 71.90788783675397, 71.91247301867969, 71.91393545277917)","(3.000999997, 2.000999998, 2.000999998, 88.77048084014396, 78.7187739204835, 88.28411688150885, 68.95381271518873, 69.7431123179376, 69.70433229120688)","(626.106471632649, 156.514300354901, 161.110029483699, 1309.91903826950, 2348.79779246350, 1338.11429938737, 2493.22670345417, 2434.41536117016, 2438.33545056727)"
0.42105263157894735,943.3414471887785,82.76401786133647,"(63.9738617073243, 63.9738617073243, 63.9738617073243, 176.04523429126368, 176.04523429126368, 176.04523429126368, 87.02431674979672, 86.91333501199647, 86.91923490058015)","(57.26373859424196, 61.87106417680514, 62.03684634786318, 172.01559416382443, 159.9102506188057, 171.6296930170842, 84.41860754773164, 84.94615032503935, 84.91996473816847)","(877.588312982494, 524.413392241354, 533.512853997744, 3501.61771714256, 4003.29443637623, 3517.09081532325, 3754.81473083895, 3716.35307277966, 3718.94092263097)"
0.5789473684210527,1297.0944898845705,59.5719029661268,"(113.05500315245426, 120.43872269922272, 113.05500315245426, 226.74081215918238, 241.54945043799546, 226.74081215918238, 96.34022920868411, 96.34884387797877, 96.32974043749465)","(106.70275904933777, 118.60126204679972, 111.26078479219015, 223.20206272101157, 229.09253807051465, 223.0103683105544, 93.98339187708625, 94.52974869350994, 94.48422462008106)","(1647.21063815167, 1487.22208680328, 1412.16436603510, 5565.98312251249, 6185.27192148702, 5574.59626092190, 4742.44542597038, 4723.56981900188, 4723.49768709895)"
0.6842105263157894,1532.929851681765,44.565240386873484,"(145.6113425005262, 155.12134484087642, 145.6113425005262, 257.32525385607016, 274.13138881578993, 274.13138881578993, 102.19678818130726, 102.18413748731587, 102.13048473349899)","(139.52750765488412, 153.51573541618166, 143.94939534476464, 254.2175931551153, 264.5141067267439, 270.87165966198677, 100.01087682748252, 100.50198161825676, 100.39247559484724)","(2448.82646691677, 2415.46861773122, 2281.60359753933, 7070.92059107275, 7676.31511358638, 7531.51612927903, 5444.79884346242, 5431.90242595288, 5430.23395483460)"
0.7368421052631579,1650.8475325803624,36.834535421803594,"(165.25245376608015, 165.25245376608015, 165.25245376608015, 292.0351469142523, 274.13138881578993, 292.0351469142523, 105.11944017013724, 105.10680820439478, 105.12581647007718)","(159.347558425421, 163.80132040490818, 163.65294043576745, 289.2159789642785, 265.89688331346963, 288.9880117850082, 103.09205904623201, 103.48920346315217, 103.4890531698584)","(3035.25296339957, 2891.42590352158, 2901.85088444433, 8596.90177726246, 8176.75909732459, 8600.52098663539, 5822.00673358764, 5812.46734465492, 5814.42516834099)"
0.7894736842105263,1768.7652134789598,29.103830456733704,"(176.04523429126368, 187.54290076821835, 187.54290076821835, 292.0351469142523, 311.1082145879472, 311.1082145879472, 108.16460688074795, 107.95668878439065, 107.96978553116566)","(170.40874820807892, 186.2313963153644, 186.0326667717967, 289.47768714949615, 304.0576713997042, 308.3542571105595, 106.28425985167067, 106.43129659656464, 106.42837208719847)","(3426.88495995584, 3532.08445431993, 3541.24478767337, 9083.79983429210, 9737.28110427440, 9675.96869823821, 6219.46317638617, 6201.79198476449, 6203.10388673109)"
0.8421052631578947,1886.682894377557,20.91837814077735,"(199.79148991589773, 199.79148991589773, 199.79148991589773, 311.1082145879472, 331.42696112607223, 331.42696112607223, 111.0420105006507, 111.0415504085683, 111.06368861004741)","(194.42341309018735, 198.64547958395806, 198.39259378761992, 308.8623068976054, 325.98363130391454, 329.10030206598447, 109.34125347469636, 109.63099137256893, 109.64082662515739)","(4333.61842776594, 4259.01283020373, 4266.30741886598, 10215.5243990304, 10912.6503598210, 10881.8017584697, 6640.14242910246, 6637.52063790315, 6638.79633652643)"
0.894736842105263,2004.6005752761541,14.097167877480388,"(212.84004515168886, 212.84004515168886, 226.74081215918238, 331.42696112607223, 331.42696112607223, 353.07274217914176, 113.54697650101744, 113.54955603261654, 113.53548680222212)","(207.91931708843583, 211.90749054478144, 225.4696144071313, 329.5176679222378, 327.4364022662785, 351.1070855963691, 112.04678350828507, 112.27045674448951, 112.24807920353288)","(4753.13319536164, 4706.62412514015, 5018.71078323679, 11623.3880182641, 11637.0583998439, 12381.8665395141, 7007.18258345572, 7006.17581645187, 7005.77830045522)"
0.9473684210526314,2122.5182561747515,6.821210263296962,"(226.74081215918238, 241.54945043799546, 241.54945043799546, 353.07274217914176, 353.07274217914176, 353.07274217914176, 116.179661474779, 116.1174077133631, 116.21931743301877)","(222.53583875379007, 240.88762635850588, 240.47945583873067, 351.692913655796, 350.8141536066463, 351.669728754889, 115.01242685488931, 115.04485213061868, 115.14406445288978)","(5209.11493968996, 5529.09132110672, 5531.78867117434, 13281.3571466519, 13283.7311843542, 13281.4535575473, 7410.60144604650, 7406.67090168824, 7413.09544761188)"
1.0,2240.435937073349,0.4547473508864641,"(257.32525385607016, 241.54945043799546, 241.54945043799546, 376.13222749306016, 376.13222749306016, 376.13222749306016, 118.41223636434094, 118.42776799275647, 118.5636234561523)","(255.80432824044303, 241.33484674246978, 240.98119267442095, 375.7054375143886, 375.87372216012, 375.7150041209434, 117.91702535701809, 117.86527674999138, 118.00709471673545)","(6574.45831084380, 6171.24128011283, 6171.38567686614, 13814.8392035746, 13814.7783592255, 13814.8341250164, 7767.47106915627, 7767.91290371245, 7776.57767787979)"
