DATAFLOW,LAST UPDATE,freq,nrg_bal,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,1998,123.69,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,1999,119.25,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2000,115.11,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2001,119.91,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2002,118.64,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2003,123.71,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2004,122.04,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2005,124.06,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2006,121.00,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2007,114.66,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2008,113.91,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2009,112.37,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2010,117.79,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2011,111.11,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2012,110.03,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2013,111.31,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2014,106.68,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2015,108.18,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2016,107.55,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2017,107.07,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2018,102.14,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2019,102.84,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2020,102.25,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,AT,2021,103.21,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BA,2014,446.48,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BA,2015,440.88,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BA,2016,467.38,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BA,2017,451.84,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BA,2018,481.82,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BA,2019,452.77,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BA,2020,458.98,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BA,2021,443.35,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,1995,218.11,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,1996,228.34,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,1997,223.07,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,1998,224.16,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,1999,214.49,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2000,211.40,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2001,207.07,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2002,201.88,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2003,209.75,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2004,204.35,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2005,198.35,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2006,193.31,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2007,186.37,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2008,191.55,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2009,180.24,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2010,188.04,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2011,171.68,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2012,162.36,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2013,167.61,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2014,155.42,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2015,153.60,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2016,160.97,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2017,160.35,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2018,157.70,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2019,154.94,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2020,147.25,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BE,2021,154.47,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,1995,868.34,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,1996,815.53,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,1997,853.66,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,1998,790.97,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,1999,783.53,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2000,764.41,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2001,769.57,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2002,710.00,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2003,692.94,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2004,633.11,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2005,625.82,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2006,603.45,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2007,555.09,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2008,516.74,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2009,471.49,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2010,470.48,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2011,493.11,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2012,468.68,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2013,438.56,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2014,454.09,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2015,458.89,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2016,435.95,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2017,439.11,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2018,429.19,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2019,408.96,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2020,403.34,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,BG,2021,405.25,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,1995,179.27,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,1996,194.68,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,1997,186.35,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,1998,187.20,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,1999,183.60,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2000,187.14,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2001,181.70,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2002,172.83,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2003,181.39,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2004,158.15,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2005,166.56,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2006,164.98,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2007,162.18,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2008,163.43,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2009,161.02,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2010,151.34,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2011,148.92,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2012,144.99,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2013,138.46,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2014,143.08,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2015,141.97,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2016,144.14,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2017,140.11,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2018,136.17,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2019,129.08,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2020,118.95,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CY,2021,116.05,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,1995,395.71,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,1996,390.10,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,1997,395.47,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,1998,384.37,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,1999,353.97,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2000,358.00,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2001,356.47,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2002,355.71,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2003,358.62,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2004,350.89,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2005,325.94,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2006,312.19,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2007,295.09,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2008,282.08,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2009,277.90,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2010,287.91,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2011,271.42,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2012,271.21,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2013,272.62,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2014,257.79,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2015,244.84,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2016,236.55,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2017,234.66,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2018,228.26,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2019,217.98,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2020,216.65,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,CZ,2021,221.89,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1991,171.40,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1992,164.96,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1993,165.30,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1994,160.76,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1995,160.01,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1996,163.99,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1997,159.92,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1998,155.81,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,1999,149.69,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2000,146.36,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2001,148.07,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2002,145.16,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2003,146.62,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2004,145.98,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2005,144.30,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2006,143.24,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2007,132.49,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2008,132.83,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2009,131.73,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2010,132.98,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2011,121.38,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2012,121.87,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2013,123.91,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2014,116.06,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2015,114.95,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2016,113.26,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2017,110.79,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2018,107.11,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2019,103.63,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2020,99.50,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DE,2021,100.71,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1990,109.41,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1991,117.91,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1992,111.38,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1993,116.72,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1994,115.53,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1995,111.67,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1996,121.04,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1997,108.93,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1998,105.35,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,1999,98.27,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2000,92.32,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2001,93.22,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2002,90.61,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2003,95.31,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2004,89.73,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2005,85.58,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2006,88.97,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2007,86.56,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2008,84.22,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2009,83.58,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2010,86.44,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2011,79.72,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2012,75.64,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2013,75.81,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2014,71.37,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2015,69.56,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2016,68.81,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2017,66.87,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2018,65.79,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2019,63.23,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2020,59.12,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,DK,2021,59.20,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,EE,1995,734.59,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,EE,1996,730.12,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,EE,1997,625.55,
ESTAT:NRG_IND_EI(1.0),09/03/23 23:00:00,A,EI_GDP_CLV10,KGOE_TEUR,EE,1998,554.02,
