"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"2016","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","40,922.127",""
"2016","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","18,371.227",""
"2016","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","18,080.869",""
"2016","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,665.226",""
"2016","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,039.742",""
"2016","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","41,659.604",""
"2016","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","41,343.138",""
"2016","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","39,740.295",""
"2016","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,881.450",""
"2016","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","18,421.214",""
"2016","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","16,802.741",""
"2016","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,283.933",""
"2016","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,881.082",""
"2016","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","322,845.741",""
"2016","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","311,411.038",""
"2016","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","297,625.008",""
"2016","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","223,485.083",""
"2016","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","6,292.830",""
"2016","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","5,978.412",""
"2016","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,957.917",""
"2016","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,341.331",""
"2016","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","15,155.219",""
"2016","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","14,129.457",""
"2016","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","14,695.965",""
"2016","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,350.169",""
"2016","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","25,374.145",""
"2016","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","22,775.802",""
"2016","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","23,062.200",""
"2016","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","16,882.573",""
"2016","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","131,435.263",""
"2016","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","119,715.840",""
"2016","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","118,432.713",""
"2016","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","81,401.686",""
"2016","France","Gross available energy","Total","Thousand tonnes of oil equivalent","257,103.621",""
"2016","France","Total energy supply","Total","Thousand tonnes of oil equivalent","249,840.787",""
"2016","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","240,008.325",""
"2016","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","158,375.679",""
"2016","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,584.881",""
"2016","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","8,455.995",""
"2016","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,046.044",""
"2016","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,049.750",""
"2016","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","156,490.332",""
"2016","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","150,981.786",""
"2016","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","147,971.065",""
"2016","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","116,754.218",""
"2016","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,750.316",""
"2016","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","2,188.570",""
"2016","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,424.671",""
"2016","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,513.183",""
"2016","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,706.689",""
"2016","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,269.072",""
"2016","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,294.905",""
"2016","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,784.047",""
"2016","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","7,518.281",""
"2016","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","7,260.136",""
"2016","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,039.540",""
"2016","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,047.724",""
"2016","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","4,189.887",""
"2016","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","3,682.052",""
"2016","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,152.842",""
"2016","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,567.823",""
"2016","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","25,519.599",""
"2016","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","25,327.326",""
"2016","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","23,654.795",""
"2016","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","18,893.900",""
"2016","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","2,470.445",""
"2016","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","594.334",""
"2016","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","709.792",""
"2016","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","460.995",""
"2016","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","90,054.515",""
"2016","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","74,287.331",""
"2016","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","65,058.823",""
"2016","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","57,072.318",""
"2016","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","34,207.894",""
"2016","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","33,427.788",""
"2016","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,043.475",""
"2016","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","27,965.324",""
"2016","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","100,765.314",""
"2016","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","99,899.211",""
"2016","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","94,832.408",""
"2016","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","70,458.374",""
"2016","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","24,284.081",""
"2016","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","22,371.881",""
"2016","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","21,755.966",""
"2016","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","16,726.957",""
"2016","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","31,826.369",""
"2016","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","31,504.390",""
"2016","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","30,652.082",""
"2016","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","23,114.962",""
"2016","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","6,832.310",""
"2016","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","6,688.921",""
"2016","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,548.427",""
"2016","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,031.505",""
"2016","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","16,345.342",""
"2016","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","16,295.700",""
"2016","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,367.379",""
"2016","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,227.308",""
"2016","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","34,153.273",""
"2016","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","33,224.485",""
"2016","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,260.961",""
"2016","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,135.339",""
"2016","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","51,113.298",""
"2016","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","48,267.421",""
"2016","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","45,351.374",""
"2016","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","33,892.152",""
"2016","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","5,669.399",""
"2016","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","5,301.070",""
"2016","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,488.467",""
"2016","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,937.394",""
"2016","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","29,443.789",""
"2016","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","28,640.672",""
"2016","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","25,975.563",""
"2016","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","21,771.193",""
"2016","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","191,122.253",""
"2016","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","177,369.306",""
"2016","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","179,439.239",""
"2016","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","130,030.631",""
"2016","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent","989.693",""
"2016","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent","969.744",""
"2016","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","959.508",""
"2016","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent","728.851",""
"2016","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,705.660",""
"2016","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,689.800",""
"2016","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,565.932",""
"2016","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,991.517",""
"2016","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","2,305.608",""
"2016","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","2,264.689",""
"2016","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,168.467",""
"2016","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,006.921",""
"2016","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","15,452.712",""
"2016","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","15,312.992",""
"2016","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","14,583.232",""
"2016","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,070.315",""
"2016","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","140,524.909",""
"2016","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","136,082.687",""
"2016","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","131,537.411",""
"2016","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","98,751.316",""
"2016","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent","6,767.126",""
"2016","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent","6,756.626",""
"2016","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,691.273",""
"2016","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,622.705",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent","2,703.587",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent","2,699.478",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,662.465",""
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,474.961",""
"2016","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent","2,708.197",""
"2016","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent","2,675.233",""
"2016","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,671.681",""
"2016","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,494.420",""
"2016","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","91,863.089",""
"2016","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","91,706.406",""
"2016","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","88,340.405",""
"2016","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","52,687.135",""
"2016","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,920.516",""
"2016","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,847.596",""
"2016","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,690.966",""
"2016","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent","4,399.992",""
"2017","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,532,754.921",""
"2017","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,451,620.245",""
"2017","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,383,808.400",""
"2017","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,039,161.081",""
"2017","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,224,608.498",""
"2017","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,150,793.196",""
"2017","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,097,060.059",""
"2017","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","826,286.001",""
"2017","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","63,920.347",""
"2017","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","54,845.709",""
"2017","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","48,485.120",""
"2017","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","40,673.668",""
"2017","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","19,015.830",""
"2017","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","18,697.784",""
"2017","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","18,321.816",""
"2017","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,269.839",""
"2017","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","43,462.379",""
"2017","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","43,107.647",""
"2017","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","40,354.694",""
"2017","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","27,345.183",""
"2017","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","18,399.950",""
"2017","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","16,889.256",""
"2017","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,398.004",""
"2017","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,126.939",""
"2017","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","324,280.628",""
"2017","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","312,465.059",""
"2017","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","298,121.279",""
"2017","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","228,672.699",""
"2017","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","6,234.403",""
"2017","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","5,853.284",""
"2017","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,775.521",""
"2017","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,053.764",""
"2017","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","14,797.263",""
"2017","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","13,625.331",""
"2017","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","14,358.982",""
"2017","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,995.131",""
"2017","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","26,528.764",""
"2017","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","23,407.972",""
"2017","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","23,235.471",""
"2017","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","16,688.392",""
"2017","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","137,139.581",""
"2017","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","125,876.951",""
"2017","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","124,920.204",""
"2017","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","85,409.222",""
"2017","France","Gross available energy","Total","Thousand tonnes of oil equivalent","257,278.362",""
"2017","France","Total energy supply","Total","Thousand tonnes of oil equivalent","249,838.963",""
"2017","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","239,255.563",""
"2017","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","158,068.772",""
"2017","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,888.312",""
"2017","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","8,734.091",""
"2017","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,330.579",""
"2017","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,328.014",""
"2017","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","161,815.269",""
"2017","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","156,093.486",""
"2017","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","148,947.608",""
"2017","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","121,173.803",""
"2017","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,826.805",""
"2017","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","2,259.845",""
"2017","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,533.225",""
"2017","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,590.235",""
"2017","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,811.298",""
"2017","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,411.164",""
"2017","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,465.033",""
"2017","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,949.588",""
"2017","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","7,868.512",""
"2017","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","7,587.930",""
"2017","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,161.066",""
"2017","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","6,434.108",""
"2017","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","4,329.347",""
"2017","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","3,755.138",""
"2017","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,293.659",""
"2017","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,640.377",""
"2017","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","26,656.450",""
"2017","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","26,432.948",""
"2017","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","24,462.873",""
"2017","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","19,833.961",""
"2017","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","2,959.315",""
"2017","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","685.508",""
"2017","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","805.139",""
"2017","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","502.636",""
"2017","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","90,653.033",""
"2017","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","74,989.294",""
"2017","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","65,009.138",""
"2017","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","58,157.719",""
"2017","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","34,823.629",""
"2017","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","34,068.816",""
"2017","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,817.084",""
"2017","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","28,187.341",""
"2017","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","105,492.599",""
"2017","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","104,374.815",""
"2017","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","99,075.659",""
"2017","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","74,782.987",""
"2017","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","25,419.887",""
"2017","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","23,362.560",""
"2017","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","22,814.761",""
"2017","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,006.818",""
"2017","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","33,562.493",""
"2017","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","33,198.650",""
"2017","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,456.646",""
"2017","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","24,376.389",""
"2017","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","7,056.403",""
"2017","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","6,875.846",""
"2017","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,728.207",""
"2017","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,102.360",""
"2017","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","17,247.812",""
"2017","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","17,207.478",""
"2017","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","16,148.474",""
"2017","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,036.909",""
"2017","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","34,617.840",""
"2017","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","33,582.862",""
"2017","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,184.525",""
"2017","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,942.459",""
"2017","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","52,668.410",""
"2017","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","49,391.858",""
"2017","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","46,348.070",""
"2017","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","34,811.768",""
"2017","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","6,029.918",""
"2017","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","5,580.871",""
"2017","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,835.260",""
"2017","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,044.775",""
"2017","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","31,149.387",""
"2017","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","30,292.684",""
"2017","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","27,460.427",""
"2017","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","23,420.922",""
"2017","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","188,732.575",""
"2017","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","174,572.870",""
"2017","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","177,271.285",""
"2017","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","129,780.443",""
"2017","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent","1,037.122",""
"2017","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent","1,016.123",""
"2017","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,001.541",""
"2017","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent","774.512",""
"2017","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","2,763.277",""
"2017","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","2,742.380",""
"2017","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,683.042",""
"2017","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,953.843",""
