"TIME","GEO","NRG_BAL","SIEC","UNIT","Value","Flag and Footnotes"
"2011","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,559,603.998",""
"2011","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,479,995.556",""
"2011","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,412,206.479",""
"2011","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,034,042.488",""
"2011","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,251,559.992",""
"2011","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,177,700.265",""
"2011","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,123,599.667",""
"2011","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","828,079.381",""
"2011","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","63,398.586",""
"2011","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","55,187.599",""
"2011","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","49,496.826",""
"2011","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","39,639.317",""
"2011","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","19,275.496",""
"2011","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","19,030.567",""
"2011","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","18,574.793",""
"2011","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,669.717",""
"2011","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","43,617.728",""
"2011","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","43,307.467",""
"2011","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","40,871.209",""
"2011","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,849.158",""
"2011","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","19,639.074",""
"2011","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","18,107.646",""
"2011","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","18,496.831",""
"2011","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","14,128.878",""
"2011","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","323,483.343",""
"2011","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","313,107.906",""
"2011","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","297,797.160",""
"2011","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","222,082.948",""
"2011","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","5,952.907",""
"2011","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","5,724.965",""
"2011","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,688.632",""
"2011","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,950.947",""
"2011","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","13,982.178",""
"2011","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","13,180.657",""
"2011","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","13,550.043",""
"2011","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,495.996",""
"2011","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","30,289.590",""
"2011","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","26,797.816",""
"2011","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","26,654.496",""
"2011","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","18,270.382",""
"2011","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","138,110.706",""
"2011","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","125,769.692",""
"2011","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","122,664.452",""
"2011","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","89,073.762",""
"2011","France","Gross available energy","Total","Thousand tonnes of oil equivalent","267,073.931",""
"2011","France","Total energy supply","Total","Thousand tonnes of oil equivalent","258,886.864",""
"2011","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","249,139.552",""
"2011","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","157,861.264",""
"2011","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","9,283.310",""
"2011","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","9,156.150",""
"2011","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,648.126",""
"2011","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,472.867",""
"2011","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","173,688.362",""
"2011","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","167,942.217",""
"2011","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","162,004.633",""
"2011","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","125,611.847",""
"2011","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,910.183",""
"2011","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","2,403.869",""
"2011","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,645.280",""
"2011","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,626.447",""
"2011","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,591.894",""
"2011","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,259.457",""
"2011","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,280.129",""
"2011","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,827.173",""
"2011","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","7,486.453",""
"2011","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","7,290.526",""
"2011","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,905.792",""
"2011","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,880.229",""
"2011","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","4,569.659",""
"2011","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","4,166.321",""
"2011","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,533.118",""
"2011","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,925.910",""
"2011","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","26,062.623",""
"2011","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","25,829.901",""
"2011","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","24,390.621",""
"2011","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","18,600.261",""
"2011","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","2,270.848",""
"2011","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","831.754",""
"2011","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","927.770",""
"2011","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","399.282",""
"2011","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","95,477.894",""
"2011","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","77,009.541",""
"2011","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","67,052.703",""
"2011","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","59,861.459",""
"2011","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","33,838.869",""
"2011","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","33,119.592",""
"2011","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","31,972.555",""
"2011","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","26,765.113",""
"2011","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","101,835.593",""
"2011","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","101,166.917",""
"2011","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","96,548.732",""
"2011","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","69,565.086",""
"2011","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","24,328.719",""
"2011","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","22,854.705",""
"2011","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","22,012.968",""
"2011","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","18,158.579",""
"2011","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","35,760.615",""
"2011","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","35,606.084",""
"2011","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","33,528.134",""
"2011","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,009.718",""
"2011","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","7,275.267",""
"2011","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","7,218.942",""
"2011","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","7,105.812",""
"2011","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,173.096",""
"2011","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","17,195.361",""
"2011","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","17,151.925",""
"2011","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,969.657",""
"2011","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","11,010.711",""
"2011","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","35,635.242",""
"2011","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","34,795.917",""
"2011","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","34,198.089",""
"2011","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,464.919",""
"2011","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","52,569.567",""
"2011","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","50,090.559",""
"2011","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","47,548.366",""
"2011","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","35,667.422",""
"2011","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","6,000.012",""
"2011","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","5,796.473",""
"2011","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,922.010",""
"2011","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,530.706",""
"2011","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","29,524.167",""
"2011","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","28,643.324",""
"2011","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","26,240.929",""
"2011","Norway","Available for final consumption","Total","Thousand tonnes of oil equivalent","21,864.959",""
"2011","United Kingdom","Gross available energy","Total","Thousand tonnes of oil equivalent","200,886.424",""
"2011","United Kingdom","Total energy supply","Total","Thousand tonnes of oil equivalent","186,386.165",""
"2011","United Kingdom","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","190,088.586",""
"2011","United Kingdom","Available for final consumption","Total","Thousand tonnes of oil equivalent","125,794.148",""
"2011","Montenegro","Gross available energy","Total","Thousand tonnes of oil equivalent","1,133.743",""
"2011","Montenegro","Total energy supply","Total","Thousand tonnes of oil equivalent","1,123.244",""
"2011","Montenegro","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,093.026",""
"2011","Montenegro","Available for final consumption","Total","Thousand tonnes of oil equivalent","759.985",""
"2011","North Macedonia","Gross available energy","Total","Thousand tonnes of oil equivalent","3,122.366",""
"2011","North Macedonia","Total energy supply","Total","Thousand tonnes of oil equivalent","3,118.220",""
"2011","North Macedonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","3,054.193",""
"2011","North Macedonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,951.184",""
"2011","Albania","Gross available energy","Total","Thousand tonnes of oil equivalent","2,245.308",""
"2011","Albania","Total energy supply","Total","Thousand tonnes of oil equivalent","2,224.767",""
"2011","Albania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,197.285",""
"2011","Albania","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,001.536",""
"2011","Serbia","Gross available energy","Total","Thousand tonnes of oil equivalent","16,325.133",""
"2011","Serbia","Total energy supply","Total","Thousand tonnes of oil equivalent","16,276.137",""
"2011","Serbia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,483.048",""
"2011","Serbia","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,939.697",""
"2011","Türkiye","Gross available energy","Total","Thousand tonnes of oil equivalent","112,994.299",""
"2011","Türkiye","Total energy supply","Total","Thousand tonnes of oil equivalent","111,648.825",""
"2011","Türkiye","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","106,660.314",""
"2011","Türkiye","Available for final consumption","Total","Thousand tonnes of oil equivalent","83,719.713",""
"2011","Bosnia and Herzegovina","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2011","Bosnia and Herzegovina","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2011","Bosnia and Herzegovina","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2011","Bosnia and Herzegovina","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Gross available energy","Total","Thousand tonnes of oil equivalent","2,540.771",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Total energy supply","Total","Thousand tonnes of oil equivalent","2,528.132",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,489.749",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,321.056",""
"2011","Moldova","Gross available energy","Total","Thousand tonnes of oil equivalent","2,585.353",""
"2011","Moldova","Total energy supply","Total","Thousand tonnes of oil equivalent","2,565.780",""
"2011","Moldova","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,555.415",""
"2011","Moldova","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,366.758",""
"2011","Ukraine","Gross available energy","Total","Thousand tonnes of oil equivalent","126,863.602",""
"2011","Ukraine","Total energy supply","Total","Thousand tonnes of oil equivalent","126,619.980",""
"2011","Ukraine","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","120,839.207",""
"2011","Ukraine","Available for final consumption","Total","Thousand tonnes of oil equivalent","75,032.489",""
"2011","Georgia","Gross available energy","Total","Thousand tonnes of oil equivalent",":",""
"2011","Georgia","Total energy supply","Total","Thousand tonnes of oil equivalent",":",""
"2011","Georgia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent",":",""
"2011","Georgia","Available for final consumption","Total","Thousand tonnes of oil equivalent",":",""
"2012","European Union - 27 countries (from 2020)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,537,265.790",""
"2012","European Union - 27 countries (from 2020)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,461,163.383",""
"2012","European Union - 27 countries (from 2020)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,396,332.477",""
"2012","European Union - 27 countries (from 2020)","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,019,800.727",""
"2012","Euro area - 19 countries  (from 2015)","Gross available energy","Total","Thousand tonnes of oil equivalent","1,237,975.953",""
"2012","Euro area - 19 countries  (from 2015)","Total energy supply","Total","Thousand tonnes of oil equivalent","1,167,274.677",""
"2012","Euro area - 19 countries  (from 2015)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","1,115,515.322",""
"2012","Euro area - 19 countries  (from 2015)","Available for final consumption","Total","Thousand tonnes of oil equivalent","821,258.674",""
"2012","Belgium","Gross available energy","Total","Thousand tonnes of oil equivalent","60,399.124",""
"2012","Belgium","Total energy supply","Total","Thousand tonnes of oil equivalent","53,009.882",""
"2012","Belgium","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","47,073.735",""
"2012","Belgium","Available for final consumption","Total","Thousand tonnes of oil equivalent","39,201.826",""
"2012","Bulgaria","Gross available energy","Total","Thousand tonnes of oil equivalent","18,461.705",""
"2012","Bulgaria","Total energy supply","Total","Thousand tonnes of oil equivalent","18,234.789",""
"2012","Bulgaria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,830.609",""
"2012","Bulgaria","Available for final consumption","Total","Thousand tonnes of oil equivalent","9,602.255",""
"2012","Czechia","Gross available energy","Total","Thousand tonnes of oil equivalent","43,242.309",""
"2012","Czechia","Total energy supply","Total","Thousand tonnes of oil equivalent","42,948.595",""
"2012","Czechia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","40,380.181",""
"2012","Czechia","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,778.114",""
"2012","Denmark","Gross available energy","Total","Thousand tonnes of oil equivalent","18,740.864",""
"2012","Denmark","Total energy supply","Total","Thousand tonnes of oil equivalent","17,383.654",""
"2012","Denmark","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","17,791.590",""
"2012","Denmark","Available for final consumption","Total","Thousand tonnes of oil equivalent","13,884.532",""
"2012","Germany (until 1990 former territory of the FRG)","Gross available energy","Total","Thousand tonnes of oil equivalent","326,147.321",""
"2012","Germany (until 1990 former territory of the FRG)","Total energy supply","Total","Thousand tonnes of oil equivalent","315,440.699",""
"2012","Germany (until 1990 former territory of the FRG)","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","301,124.019",""
"2012","Germany (until 1990 former territory of the FRG)","Available for final consumption","Total","Thousand tonnes of oil equivalent","222,452.550",""
"2012","Estonia","Gross available energy","Total","Thousand tonnes of oil equivalent","5,679.925",""
"2012","Estonia","Total energy supply","Total","Thousand tonnes of oil equivalent","5,228.871",""
"2012","Estonia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,202.142",""
"2012","Estonia","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,675.000",""
"2012","Ireland","Gross available energy","Total","Thousand tonnes of oil equivalent","14,148.516",""
"2012","Ireland","Total energy supply","Total","Thousand tonnes of oil equivalent","13,439.662",""
"2012","Ireland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","13,719.908",""
"2012","Ireland","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,597.488",""
"2012","Greece","Gross available energy","Total","Thousand tonnes of oil equivalent","29,510.778",""
"2012","Greece","Total energy supply","Total","Thousand tonnes of oil equivalent","26,603.895",""
"2012","Greece","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","26,537.124",""
"2012","Greece","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,799.957",""
"2012","Spain","Gross available energy","Total","Thousand tonnes of oil equivalent","137,469.673",""
"2012","Spain","Total energy supply","Total","Thousand tonnes of oil equivalent","125,379.024",""
"2012","Spain","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","123,027.981",""
"2012","Spain","Available for final consumption","Total","Thousand tonnes of oil equivalent","85,034.672",""
"2012","France","Gross available energy","Total","Thousand tonnes of oil equivalent","267,030.287",""
"2012","France","Total energy supply","Total","Thousand tonnes of oil equivalent","259,140.579",""
"2012","France","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","249,105.889",""
"2012","France","Available for final consumption","Total","Thousand tonnes of oil equivalent","161,611.869",""
"2012","Croatia","Gross available energy","Total","Thousand tonnes of oil equivalent","8,730.475",""
"2012","Croatia","Total energy supply","Total","Thousand tonnes of oil equivalent","8,616.314",""
"2012","Croatia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","8,178.325",""
"2012","Croatia","Available for final consumption","Total","Thousand tonnes of oil equivalent","7,094.350",""
"2012","Italy","Gross available energy","Total","Thousand tonnes of oil equivalent","166,908.125",""
"2012","Italy","Total energy supply","Total","Thousand tonnes of oil equivalent","161,340.359",""
"2012","Italy","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","156,560.636",""
"2012","Italy","Available for final consumption","Total","Thousand tonnes of oil equivalent","121,870.070",""
"2012","Cyprus","Gross available energy","Total","Thousand tonnes of oil equivalent","2,735.813",""
"2012","Cyprus","Total energy supply","Total","Thousand tonnes of oil equivalent","2,262.439",""
"2012","Cyprus","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","2,499.665",""
"2012","Cyprus","Available for final consumption","Total","Thousand tonnes of oil equivalent","1,519.766",""
"2012","Latvia","Gross available energy","Total","Thousand tonnes of oil equivalent","4,778.279",""
"2012","Latvia","Total energy supply","Total","Thousand tonnes of oil equivalent","4,419.055",""
"2012","Latvia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,439.760",""
"2012","Latvia","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,993.707",""
"2012","Lithuania","Gross available energy","Total","Thousand tonnes of oil equivalent","7,538.807",""
"2012","Lithuania","Total energy supply","Total","Thousand tonnes of oil equivalent","7,355.708",""
"2012","Lithuania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,984.552",""
"2012","Lithuania","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,998.061",""
"2012","Luxembourg","Gross available energy","Total","Thousand tonnes of oil equivalent","4,460.701",""
"2012","Luxembourg","Total energy supply","Total","Thousand tonnes of oil equivalent","4,088.563",""
"2012","Luxembourg","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","4,419.451",""
"2012","Luxembourg","Available for final consumption","Total","Thousand tonnes of oil equivalent","3,837.954",""
"2012","Hungary","Gross available energy","Total","Thousand tonnes of oil equivalent","24,771.026",""
"2012","Hungary","Total energy supply","Total","Thousand tonnes of oil equivalent","24,604.502",""
"2012","Hungary","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","23,133.983",""
"2012","Hungary","Available for final consumption","Total","Thousand tonnes of oil equivalent","17,784.801",""
"2012","Malta","Gross available energy","Total","Thousand tonnes of oil equivalent","2,166.325",""
"2012","Malta","Total energy supply","Total","Thousand tonnes of oil equivalent","881.478",""
"2012","Malta","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","970.567",""
"2012","Malta","Available for final consumption","Total","Thousand tonnes of oil equivalent","419.933",""
"2012","Netherlands","Gross available energy","Total","Thousand tonnes of oil equivalent","94,436.337",""
"2012","Netherlands","Total energy supply","Total","Thousand tonnes of oil equivalent","77,195.573",""
"2012","Netherlands","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","66,746.572",""
"2012","Netherlands","Available for final consumption","Total","Thousand tonnes of oil equivalent","60,347.866",""
"2012","Austria","Gross available energy","Total","Thousand tonnes of oil equivalent","33,738.491",""
"2012","Austria","Total energy supply","Total","Thousand tonnes of oil equivalent","33,039.055",""
"2012","Austria","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","31,671.457",""
"2012","Austria","Available for final consumption","Total","Thousand tonnes of oil equivalent","27,057.706",""
"2012","Poland","Gross available energy","Total","Thousand tonnes of oil equivalent","97,937.027",""
"2012","Poland","Total energy supply","Total","Thousand tonnes of oil equivalent","97,254.171",""
"2012","Poland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","92,798.813",""
"2012","Poland","Available for final consumption","Total","Thousand tonnes of oil equivalent","65,575.602",""
"2012","Portugal","Gross available energy","Total","Thousand tonnes of oil equivalent","22,966.088",""
"2012","Portugal","Total energy supply","Total","Thousand tonnes of oil equivalent","21,439.290",""
"2012","Portugal","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","21,042.536",""
"2012","Portugal","Available for final consumption","Total","Thousand tonnes of oil equivalent","16,452.713",""
"2012","Romania","Gross available energy","Total","Thousand tonnes of oil equivalent","34,998.756",""
"2012","Romania","Total energy supply","Total","Thousand tonnes of oil equivalent","34,851.422",""
"2012","Romania","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","33,255.576",""
"2012","Romania","Available for final consumption","Total","Thousand tonnes of oil equivalent","24,018.226",""
"2012","Slovenia","Gross available energy","Total","Thousand tonnes of oil equivalent","7,015.213",""
"2012","Slovenia","Total energy supply","Total","Thousand tonnes of oil equivalent","6,941.239",""
"2012","Slovenia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","6,826.664",""
"2012","Slovenia","Available for final consumption","Total","Thousand tonnes of oil equivalent","5,043.049",""
"2012","Slovakia","Gross available energy","Total","Thousand tonnes of oil equivalent","16,551.127",""
"2012","Slovakia","Total energy supply","Total","Thousand tonnes of oil equivalent","16,513.896",""
"2012","Slovakia","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","15,586.200",""
"2012","Slovakia","Available for final consumption","Total","Thousand tonnes of oil equivalent","10,197.625",""
"2012","Finland","Gross available energy","Total","Thousand tonnes of oil equivalent","34,295.023",""
"2012","Finland","Total energy supply","Total","Thousand tonnes of oil equivalent","33,555.410",""
"2012","Finland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","32,976.464",""
"2012","Finland","Available for final consumption","Total","Thousand tonnes of oil equivalent","25,146.862",""
"2012","Sweden","Gross available energy","Total","Thousand tonnes of oil equivalent","52,407.675",""
"2012","Sweden","Total energy supply","Total","Thousand tonnes of oil equivalent","49,995.259",""
"2012","Sweden","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","47,448.078",""
"2012","Sweden","Available for final consumption","Total","Thousand tonnes of oil equivalent","34,804.173",""
"2012","Iceland","Gross available energy","Total","Thousand tonnes of oil equivalent","5,864.082",""
"2012","Iceland","Total energy supply","Total","Thousand tonnes of oil equivalent","5,658.035",""
"2012","Iceland","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","5,793.699",""
"2012","Iceland","Available for final consumption","Total","Thousand tonnes of oil equivalent","2,613.699",""
"2012","Norway","Gross available energy","Total","Thousand tonnes of oil equivalent","32,683.947",""
"2012","Norway","Total energy supply","Total","Thousand tonnes of oil equivalent","31,755.476",""
"2012","Norway","Primary energy consumption (Europe 2020-2030)","Total","Thousand tonnes of oil equivalent","29,363.734",""
